FIPS,Alcohol Mortality Rate,Alcohol Mortality Rate(F),Alcohol Mortality Rate(M),Drug Mortality Rate,Drug Mortality Rate(F),Drug Mortality Rate(M),Self-harm Mortality Rate,Self-harm Mortality Rate(F),Self-harm Mortality Rate(M),Int. Violence Mortality Rate,Int. Violence Mortality Rate(F),Int. Violence Mortality Rate(M)
8013.0,5.09,4.64,5.58,10.62,9.59,11.57,18.58,17.88,19.31,3.9,3.36,4.44
8014.0,5.09,4.64,5.58,10.62,9.59,11.57,18.58,17.88,19.31,3.9,3.36,4.44
8015.0,4.06,2.83,5.52,9.98,6.81,13.78,22.57,20.59,24.66,2.84,1.79,4.34
8017.0,3.44,2.15,5.14,4.95,2.12,9.61,16.1,13.23,18.86,2.86,1.39,5.37
8019.0,4.03,2.79,5.46,8.85,5.77,12.66,22.37,19.98,25.05,2.73,1.6,4.35
8021.0,5.56,3.69,7.68,15.13,10.09,21.69,25.03,22.23,27.96,7.56,4.79,11.1
8023.0,6.19,4.08,8.65,16.66,10.89,23.37,31.56,26.62,36.31,11.14,6.76,16.98
8025.0,4.24,2.76,6.01,7.99,4.58,12.57,16.14,13.89,18.43,4.68,2.75,7.41
8027.0,4.47,2.86,6.3,8.79,4.86,13.73,20.74,17.95,23.77,3.93,2.09,6.66
8029.0,4.92,3.66,6.42,10.51,7.2,14.24,24.61,22.45,26.98,4.18,2.67,6.09
8031.0,5.09,4.64,5.58,10.62,9.59,11.57,18.58,17.88,19.31,3.9,3.36,4.44
8033.0,3.36,1.98,4.95,7.28,3.63,12.47,27.47,23.32,32.62,3.67,1.78,6.77
8035.0,1.62,1.24,2.01,4.32,3.51,5.22,14.45,13.56,15.46,1.68,1.24,2.18
8037.0,3.96,3.22,4.91,3.9,2.56,5.58,13.38,12.18,14.67,1.75,1.14,2.51
8041.0,5.48,4.63,6.28,11.38,9.75,13.18,22.08,21.06,23.19,4.78,3.97,5.77
8039.0,2.21,1.44,3.09,5.93,3.86,8.23,18.92,16.91,21.07,1.99,1.22,3.1
8043.0,3.8,2.87,4.95,10.06,7.41,13.13,28.66,26.48,30.87,5.11,3.58,6.92
8045.0,6.37,5.27,7.52,6.13,4.16,8.28,23.52,21.64,25.4,3.43,2.4,4.71
8047.0,4.42,2.84,6.28,8.44,4.9,13.25,25.9,22.17,30.13,4.31,2.17,7.66
8049.0,4.09,3.01,5.27,6.37,4.21,9.2,20.25,18.11,22.56,2.31,1.44,3.47
8051.0,5.06,3.9,6.3,5.12,3.09,7.57,16.09,14.57,17.8,2.17,1.41,3.17
8053.0,2.39,1.57,3.45,3.49,1.69,5.77,18.82,15.64,22.75,2.41,1.34,3.94
8055.0,5.96,3.88,8.46,18.25,12.23,24.71,31.98,28.53,35.74,6.81,4.31,10.21
8057.0,6.71,4.41,9.5,9.21,4.62,16.0,23.25,19.37,27.86,2.48,1.31,4.4
8059.0,5.09,4.64,5.58,10.62,9.59,11.57,18.58,17.88,19.31,3.9,3.36,4.44
8061.0,2.82,1.8,4.13,5.59,2.89,9.27,16.87,14.14,20.21,2.59,1.39,4.38
8063.0,2.67,1.74,3.82,5.7,3.19,9.23,19.26,17.1,21.58,2.9,1.65,4.87
8067.0,3.38,2.61,4.29,5.49,3.95,7.49,19.46,17.94,21.02,3.44,2.4,4.74
8065.0,3.95,2.58,5.58,8.63,5.32,12.93,21.49,18.88,24.44,2.64,1.57,4.24
8069.0,3.44,2.77,4.17,8.36,6.89,9.98,19.67,18.57,20.83,1.85,1.39,2.41
8071.0,4.5,3.0,6.3,16.8,12.41,21.97,26.72,23.81,29.57,8.9,6.05,12.48
8073.0,4.16,2.87,5.54,6.63,3.85,10.08,17.61,15.51,19.85,3.48,2.07,5.32
8075.0,2.93,2.09,3.97,7.79,5.19,10.86,16.57,15.09,18.15,3.59,2.27,5.19
8077.0,10.6,9.23,11.96,9.05,6.78,11.42,27.19,25.54,28.86,4.66,3.49,6.03
8079.0,2.68,1.52,4.16,4.6,1.95,8.8,23.87,19.08,29.72,2.88,1.43,5.47
8081.0,4.35,3.15,5.7,6.79,4.13,10.13,29.35,26.47,32.44,3.23,2.05,4.89
8083.0,4.65,3.57,5.76,6.08,3.91,8.95,31.62,28.86,34.45,6.79,4.7,9.44
8085.0,4.75,3.68,5.98,8.03,5.56,10.94,23.95,22.04,25.9,3.88,2.66,5.44
8087.0,4.57,3.38,6.0,7.22,4.52,10.24,17.45,15.87,19.17,3.54,2.22,5.46
8089.0,6.31,4.44,8.34,15.71,11.18,21.63,21.25,19.26,23.3,5.61,3.62,8.31
8091.0,2.72,1.78,3.83,5.35,2.87,8.87,18.84,16.28,21.49,2.32,1.3,4.05
8093.0,3.1,2.24,4.1,6.18,4.0,8.71,25.12,22.64,27.74,2.78,1.7,4.2
8095.0,2.33,1.32,3.58,6.4,3.34,10.35,15.58,13.48,17.81,3.3,1.69,5.55
8097.0,2.31,1.54,3.2,5.22,3.53,7.12,19.26,17.14,21.29,1.89,1.21,2.83
8099.0,5.46,3.93,7.25,8.24,5.04,12.43,17.96,16.04,20.15,4.07,2.52,6.26
8101.0,4.76,3.67,5.97,15.65,12.89,18.41,27.57,25.77,29.46,7.63,5.96,9.44
8103.0,4.48,3.18,6.12,6.26,3.23,10.26,28.26,24.88,31.64,4.1,2.33,6.61
8105.0,4.56,3.03,6.3,11.86,7.74,16.61,22.72,20.32,25.22,5.86,3.66,8.87
8107.0,4.24,3.3,5.4,6.09,4.05,8.39,20.48,18.45,22.74,2.22,1.49,3.26
8109.0,4.69,3.42,6.16,6.76,4.05,10.39,26.59,23.67,29.71,5.12,3.23,7.72
8111.0,3.34,1.99,5.19,6.33,2.73,11.93,27.27,21.25,34.48,3.56,1.92,6.31
8113.0,2.75,1.83,3.8,4.35,2.31,6.91,14.31,12.49,16.27,2.09,1.18,3.36
8115.0,2.44,1.45,3.7,6.87,3.44,11.84,24.47,20.99,28.27,3.59,1.78,6.5
8117.0,3.43,2.51,4.43,5.05,3.46,6.93,14.34,12.83,15.99,1.92,1.24,2.85
8119.0,4.84,3.6,6.2,8.54,5.81,11.69,29.88,27.22,32.99,3.17,2.1,4.73
8121.0,2.7,1.83,3.76,4.82,2.58,7.93,13.72,11.79,15.86,1.96,1.13,3.3
8123.0,5.09,4.64,5.58,10.62,9.59,11.57,18.58,17.88,19.31,3.9,3.36,4.44
8125.0,1.66,1.09,2.39,3.67,2.02,6.01,15.16,13.39,16.98,2.51,1.42,4.1
9.0,2.57,2.3,2.86,11.48,10.67,12.25,10.19,9.77,10.59,3.76,3.42,4.13
9001.0,2.01,1.63,2.44,8.23,7.25,9.21,8.26,7.74,8.78,3.92,3.3,4.58
9003.0,3.2,2.67,3.77,13.02,11.71,14.46,10.1,9.52,10.7,4.73,3.97,5.56
9005.0,2.22,1.62,2.92,13.35,11.6,15.31,12.77,11.95,13.57,1.9,1.37,2.57
9007.0,2.53,1.89,3.22,11.61,9.79,13.55,10.83,10.12,11.59,2.03,1.45,2.76
9009.0,2.64,2.13,3.19,13.12,11.81,14.47,10.6,10.0,11.18,4.4,3.69,5.19
9011.0,3.31,2.59,4.08,12.27,10.46,14.25,12.13,11.45,12.85,2.55,1.92,3.3
9013.0,1.28,0.87,1.74,8.15,6.61,9.84,10.6,9.87,11.38,1.36,0.94,1.89
9015.0,1.97,1.39,2.7,13.51,11.27,15.89,13.63,12.65,14.69,2.04,1.46,2.79
10.0,3.15,2.69,3.65,12.82,11.6,14.11,14.13,13.38,14.9,6.09,5.29,6.94
10001.0,2.83,2.12,3.64,13.14,11.03,15.41,15.96,14.78,17.15,5.32,4.1,6.79
10003.0,3.63,2.98,4.36,13.14,11.63,14.76,12.94,12.05,13.85,7.03,5.93,8.19
10005.0,2.24,1.7,2.83,11.62,9.8,13.56,16.13,15.13,17.12,3.99,3.05,5.1
11.0,5.67,4.76,6.62,12.75,10.68,15.01,9.0,8.02,10.0,18.72,17.29,20.12
11001.0,5.67,4.76,6.62,12.75,10.68,15.01,9.0,8.02,10.0,18.72,17.29,20.12
12.0,3.11,2.91,3.29,10.64,9.96,11.24,15.13,14.54,15.69,6.5,6.18,6.81
12001.0,3.33,2.63,4.04,6.94,5.27,8.8,15.7,14.81,16.67,3.9,3.01,4.94
12003.0,1.74,1.1,2.53,11.54,8.5,15.36,17.38,15.78,19.06,5.53,3.74,7.84
12005.0,5.3,4.29,6.36,12.45,9.99,15.02,21.88,20.39,23.36,7.27,5.71,9.24
12007.0,2.47,1.61,3.45,11.83,8.49,15.99,21.41,19.46,23.32,6.21,4.17,8.7
12009.0,3.52,2.89,4.25,15.78,13.92,17.61,20.26,19.28,21.31,5.43,4.46,6.58
12011.0,2.52,2.15,2.9,9.37,8.36,10.37,12.49,11.92,13.13,4.92,4.27,5.65
12013.0,3.16,2.12,4.27,7.28,4.2,11.77,15.47,13.74,17.28,5.51,3.4,8.57
12015.0,2.69,2.0,3.51,15.09,12.48,17.6,18.19,16.91,19.41,3.67,2.68,4.88
12017.0,4.42,3.38,5.61,20.56,17.37,23.65,24.99,23.52,26.58,5.41,4.08,7.06
12019.0,1.71,1.28,2.21,10.79,9.12,12.68,17.44,16.33,18.56,4.96,3.8,6.26
12021.0,2.02,1.51,2.59,11.39,9.88,12.9,12.37,11.59,13.12,3.95,3.11,4.91
12023.0,3.02,2.1,4.13,14.65,11.16,18.42,18.21,16.76,19.64,6.82,5.05,8.88
12027.0,4.42,3.43,5.6,7.6,4.81,10.9,16.54,15.03,18.21,6.71,4.74,9.26
12029.0,4.15,2.73,5.76,14.85,10.25,20.75,26.53,23.57,29.59,10.35,6.89,14.62
12031.0,2.82,2.31,3.36,12.54,11.22,13.97,15.47,14.36,16.65,12.12,10.94,13.47
12033.0,4.27,3.51,5.1,11.74,9.74,14.09,18.19,17.0,19.4,7.29,5.88,8.82
12035.0,2.07,1.42,2.82,11.13,8.73,13.69,17.39,16.2,18.63,4.31,3.09,5.88
12037.0,6.54,4.37,8.85,15.18,9.56,22.04,15.0,13.06,17.07,5.76,3.2,9.11
12039.0,4.39,3.44,5.38,5.4,3.34,8.14,14.44,12.68,16.11,9.64,7.49,12.28
12041.0,2.99,1.99,4.21,8.1,5.07,11.96,22.99,20.96,25.27,5.75,3.6,8.44
12043.0,4.43,3.19,6.0,11.18,7.41,15.86,17.32,15.48,19.36,6.54,4.15,9.33
12045.0,3.92,2.6,5.48,10.4,6.68,15.03,17.23,15.36,19.21,5.36,3.28,8.07
12047.0,2.58,1.7,3.63,8.12,5.18,12.02,13.93,12.19,15.68,6.81,4.61,9.53
12049.0,3.36,2.34,4.55,7.73,4.94,11.41,14.17,12.68,15.83,6.58,4.44,9.18
12051.0,3.33,2.42,4.39,11.4,8.34,14.76,13.38,11.8,14.96,9.49,7.2,12.04
12053.0,2.71,1.93,3.57,18.76,16.35,21.4,20.48,19.24,21.76,4.96,3.74,6.4
12055.0,3.19,2.28,4.17,13.68,10.91,17.3,19.58,18.08,21.02,6.75,5.04,8.69
12057.0,3.33,2.85,3.84,9.93,8.83,11.15,14.42,13.64,15.18,5.53,4.76,6.37
12059.0,3.54,2.28,5.07,12.86,8.79,17.75,20.57,18.59,22.59,5.67,3.61,8.34
12061.0,5.33,4.28,6.49,16.17,13.28,19.39,17.4,16.21,18.61,5.19,3.91,6.62
12063.0,3.09,2.35,3.94,6.21,4.23,8.65,16.04,14.54,17.59,7.4,5.42,9.7
12065.0,5.98,4.48,7.58,7.17,4.13,11.02,12.24,10.7,13.66,5.86,3.94,8.21
12067.0,3.94,2.52,5.64,10.15,5.68,15.79,15.43,13.56,17.5,4.59,2.75,7.34
12069.0,3.04,2.43,3.69,9.67,7.99,11.5,16.89,15.81,17.93,5.0,3.93,6.25
12071.0,5.47,4.74,6.23,11.86,10.34,13.43,18.73,17.7,19.73,7.01,5.97,8.15
12073.0,3.49,2.92,4.09,5.1,3.76,6.68,12.26,11.38,13.17,4.6,3.58,5.76
12075.0,4.6,3.43,5.82,12.66,9.26,16.61,25.42,23.34,27.37,5.76,3.95,7.94
12077.0,3.25,2.26,4.51,5.07,2.66,8.34,12.5,10.93,14.32,4.42,2.61,6.9
12079.0,2.18,1.48,3.02,5.93,3.47,9.08,14.24,12.75,15.84,6.3,4.3,8.61
12081.0,4.58,3.61,5.52,17.89,15.75,20.12,17.13,16.02,18.36,6.92,5.6,8.28
12083.0,3.07,2.44,3.76,13.66,11.75,15.76,20.27,19.05,21.55,7.11,5.82,8.62
12085.0,5.51,4.44,6.62,13.66,11.31,16.2,17.22,16.08,18.32,4.15,3.02,5.39
12086.0,1.57,1.34,1.82,4.61,3.95,5.29,9.51,8.89,10.1,9.36,8.63,10.08
12087.0,6.47,5.09,7.86,15.2,11.86,18.86,22.78,21.08,24.51,3.41,2.34,4.49
12089.0,2.21,1.51,3.06,14.69,12.11,17.75,18.63,17.13,20.18,6.23,4.51,8.19
12091.0,3.73,2.95,4.55,9.29,7.37,11.31,17.79,16.69,18.87,3.27,2.43,4.24
12093.0,6.24,4.55,8.0,21.21,16.23,26.38,19.6,17.97,21.41,6.8,4.84,9.1
12095.0,2.29,1.89,2.7,9.16,8.1,10.12,11.45,10.71,12.22,6.83,5.95,7.76
12097.0,1.57,1.17,2.07,8.48,7.16,9.95,12.37,11.49,13.2,4.54,3.61,5.51
12099.0,2.27,1.85,2.73,12.6,11.44,13.74,15.63,14.79,16.56,7.88,7.0,8.78
12101.0,4.58,3.77,5.44,18.98,16.97,21.21,21.78,20.68,22.91,5.0,3.98,6.14
12103.0,5.89,5.22,6.6,14.68,13.19,16.12,19.51,18.54,20.38,5.63,4.73,6.6
12105.0,3.29,2.68,3.95,11.8,10.06,13.5,14.32,13.48,15.2,5.75,4.78,6.75
12107.0,4.17,3.18,5.21,15.41,12.6,18.74,22.96,21.23,24.69,8.39,6.48,10.75
12109.0,1.87,1.39,2.37,7.77,6.34,9.32,17.3,16.22,18.38,3.76,2.83,4.81
12111.0,4.14,3.33,5.09,13.89,11.88,16.16,16.79,15.59,18.0,7.29,5.92,8.73
12113.0,2.3,1.66,2.95,10.08,8.12,12.2,19.04,17.78,20.37,3.77,2.78,5.03
12115.0,4.71,3.91,5.59,14.26,12.33,16.24,17.32,16.37,18.27,4.52,3.56,5.67
12117.0,2.24,1.77,2.77,10.08,8.86,11.49,12.82,12.07,13.57,3.78,3.04,4.62
12119.0,2.18,1.57,2.86,8.85,6.93,11.25,14.73,13.62,15.9,4.06,3.0,5.41
12121.0,2.54,1.65,3.54,11.56,8.39,15.24,18.63,16.8,20.44,7.03,5.0,9.61
12123.0,6.77,5.26,8.52,8.69,5.66,13.03,18.63,16.55,20.65,8.14,5.65,11.21
12125.0,2.66,1.66,3.82,8.46,4.83,13.48,20.95,18.35,23.42,8.07,5.06,12.17
12127.0,3.54,2.96,4.2,13.95,12.25,15.8,20.79,19.76,21.81,5.0,4.11,6.02
12129.0,4.51,3.29,5.81,8.85,5.88,12.6,17.23,15.64,19.02,5.39,3.52,7.86
12131.0,3.09,2.23,4.13,11.71,9.08,14.89,20.03,18.42,21.61,4.71,3.43,6.34
12133.0,3.96,2.77,5.3,11.19,7.58,15.6,21.37,18.99,23.87,9.4,6.5,12.85
13.0,3.06,2.85,3.26,9.4,8.74,9.95,13.32,12.75,13.86,7.41,7.06,7.79
13001.0,2.43,1.57,3.5,10.99,7.18,15.46,15.95,14.13,17.82,8.39,5.74,11.48
13003.0,2.6,1.43,4.0,11.96,7.6,17.71,13.79,11.45,16.28,9.05,6.02,12.68
13005.0,2.74,1.6,4.09,14.89,9.77,21.4,18.79,16.18,21.15,9.91,6.65,14.02
13007.0,2.73,1.82,3.86,3.36,1.4,6.61,11.81,9.9,13.93,5.88,3.49,9.02
13009.0,2.41,1.71,3.23,7.52,5.03,10.76,12.86,11.67,14.1,5.29,3.72,7.25
13011.0,2.05,1.23,3.21,13.79,10.11,17.99,18.43,16.63,20.5,3.15,1.97,4.78
13013.0,4.23,3.12,5.45,13.1,10.12,16.37,17.35,16.03,18.81,4.55,3.22,6.16
13015.0,2.9,2.14,3.75,13.52,10.92,16.56,17.48,16.3,18.76,4.86,3.57,6.4
13017.0,4.67,3.39,6.05,7.19,4.13,11.38,14.05,12.09,16.01,9.76,6.87,13.02
13019.0,2.49,1.74,3.34,5.69,3.55,8.59,15.74,14.2,17.28,4.55,2.98,6.62
13021.0,3.37,2.58,4.19,9.6,7.35,12.31,14.52,12.93,16.16,14.81,12.44,17.27
13023.0,2.37,1.48,3.43,9.8,6.27,13.87,19.3,17.37,21.54,5.8,3.68,8.35
13025.0,3.02,1.8,4.52,16.6,11.7,22.0,15.04,13.54,16.61,5.1,3.05,7.8
13027.0,4.85,3.71,6.22,5.89,3.42,9.25,16.43,14.56,18.36,8.04,5.61,10.94
13029.0,2.73,1.96,3.68,6.59,4.42,9.3,15.18,13.58,16.84,6.05,4.1,8.48
13031.0,2.24,1.67,2.89,6.31,4.53,8.33,12.93,11.9,14.07,4.75,3.49,6.34
13033.0,3.27,2.28,4.35,8.66,5.73,12.14,16.15,13.84,18.37,12.81,9.7,16.21
13035.0,3.89,2.59,5.47,14.97,10.77,19.67,18.48,16.53,20.4,7.05,5.01,9.67
13037.0,6.47,4.81,8.55,5.49,2.62,10.39,11.32,9.26,13.52,10.44,7.07,14.48
13039.0,2.31,1.6,3.09,7.65,5.43,10.48,14.99,13.6,16.39,4.78,3.3,6.6
13043.0,7.85,5.75,10.35,14.32,9.21,20.72,15.17,13.06,17.26,7.9,5.32,11.2
13045.0,2.77,2.04,3.63,16.74,13.92,19.91,17.5,16.19,18.81,5.71,4.35,7.32
13047.0,1.81,1.13,2.68,15.02,12.08,18.45,13.7,12.52,14.81,3.58,2.38,5.14
13049.0,3.04,1.87,4.45,10.11,6.26,14.95,13.95,11.78,16.05,7.84,5.15,11.26
13051.0,3.77,3.03,4.58,8.07,6.29,10.16,14.4,13.12,15.58,12.07,10.33,13.92
13053.0,1.26,0.76,1.94,4.44,2.59,7.18,9.48,8.19,10.86,2.44,1.51,3.85
13055.0,2.85,1.85,4.0,16.07,12.1,20.87,16.02,14.44,17.64,5.43,3.58,7.72
13057.0,2.23,1.68,2.85,9.79,8.25,11.45,12.9,12.06,13.75,2.66,1.98,3.41
13059.0,4.89,3.9,5.96,7.64,5.48,10.13,13.18,12.01,14.34,5.37,3.88,6.94
13061.0,10.04,7.35,13.33,8.6,3.97,16.21,17.11,14.06,20.0,12.2,7.96,17.39
13063.0,2.43,1.91,3.05,6.99,5.49,8.66,9.76,8.67,10.88,11.59,9.99,13.24
13065.0,2.25,1.39,3.32,8.67,5.11,14.02,14.1,11.98,16.32,9.13,5.92,13.25
13067.0,1.96,1.53,2.45,9.68,8.44,10.86,11.44,10.68,12.18,4.58,3.82,5.47
13069.0,2.79,1.94,3.76,11.97,8.92,15.45,14.34,12.88,16.05,8.15,6.2,10.64
13071.0,3.73,2.77,4.84,8.43,6.01,11.38,16.16,14.39,17.93,9.96,7.71,12.6
13073.0,1.12,0.76,1.58,6.67,5.27,8.36,12.47,11.61,13.38,3.27,2.37,4.35
13075.0,3.86,2.67,5.18,8.3,5.05,12.31,15.89,13.8,17.93,7.62,5.22,10.72
13077.0,1.96,1.39,2.61,8.29,6.56,10.15,13.02,11.93,14.13,4.84,3.68,6.17
13079.0,2.16,1.37,3.17,8.35,5.06,12.69,14.63,12.94,16.4,4.32,2.66,6.62
13081.0,3.29,2.33,4.4,7.35,4.47,10.97,14.58,12.49,16.53,11.43,8.6,14.72
13083.0,2.3,1.46,3.31,10.57,7.38,14.62,19.54,17.61,21.71,4.88,3.13,7.19
13085.0,2.1,1.35,3.05,11.96,8.84,15.47,16.69,15.13,18.32,2.9,1.82,4.39
13089.0,4.26,3.7,4.88,6.54,5.3,7.82,9.87,8.96,10.74,10.85,9.66,12.01
13087.0,3.53,2.7,4.56,5.56,3.34,8.58,15.52,13.65,17.31,8.85,6.43,11.8
13091.0,3.16,2.14,4.28,10.15,6.94,14.11,14.03,12.56,15.66,6.37,4.31,8.9
13093.0,2.57,1.81,3.46,4.46,2.58,7.23,14.15,12.26,16.02,6.89,4.83,9.54
13095.0,7.66,6.43,9.02,7.45,4.96,10.22,11.81,10.51,13.19,10.91,8.9,13.13
13097.0,2.18,1.56,2.93,10.04,7.95,12.4,12.81,11.72,13.91,5.97,4.53,7.65
13099.0,6.48,4.83,8.55,6.7,3.48,11.18,15.35,13.1,17.72,11.01,7.82,14.98
13101.0,2.27,1.35,3.49,6.29,3.14,11.23,11.08,9.39,13.07,4.33,2.29,7.26
13103.0,2.13,1.46,2.83,7.47,5.42,9.93,13.55,12.36,14.89,4.28,2.97,5.82
13105.0,4.09,2.72,5.65,17.11,12.08,23.17,18.21,16.41,20.11,7.87,5.46,10.88
13107.0,3.22,2.21,4.23,9.72,6.69,13.57,16.11,14.1,17.89,9.29,6.74,12.12
13109.0,4.09,2.67,5.78,9.45,5.53,14.85,16.75,14.78,18.85,7.08,4.57,10.43
13111.0,2.57,1.58,3.85,23.37,18.88,28.11,21.68,19.86,23.73,4.99,3.22,7.26
13113.0,1.79,1.24,2.38,7.36,5.85,9.13,9.76,8.85,10.65,3.8,2.83,5.0
13115.0,3.16,2.31,4.08,13.55,10.84,16.93,16.99,15.69,18.23,5.78,4.34,7.55
13117.0,2.39,1.83,3.01,8.08,6.59,9.7,12.28,11.42,13.17,2.5,1.84,3.33
13119.0,4.2,2.62,5.99,21.33,16.31,26.99,21.89,19.76,24.02,7.15,4.86,10.0
13121.0,4.35,3.72,5.01,11.01,9.58,12.48,11.74,10.73,12.72,12.78,11.59,14.08
13123.0,2.25,1.41,3.32,15.72,12.17,19.8,18.64,16.88,20.5,3.92,2.5,5.72
13125.0,1.66,0.83,2.75,8.69,4.49,14.52,16.24,13.73,18.93,3.83,1.84,6.9
13127.0,3.11,2.21,4.14,13.98,11.22,16.91,14.81,13.24,16.38,9.12,7.09,11.22
13129.0,2.18,1.49,3.03,13.69,10.8,16.92,15.0,13.78,16.3,4.59,3.27,6.27
13131.0,4.16,3.11,5.34,5.84,3.33,9.13,14.64,13.03,16.31,7.73,5.56,10.24
13133.0,2.98,2.01,4.14,8.33,4.93,12.64,13.51,11.91,15.07,5.79,3.71,8.25
13135.0,2.01,1.65,2.36,4.91,4.13,5.73,11.01,10.33,11.67,4.79,4.04,5.6
13137.0,1.9,1.24,2.73,10.61,7.92,13.9,13.46,12.28,14.71,3.49,2.3,5.02
13139.0,3.53,2.81,4.34,10.24,8.36,12.38,15.37,14.32,16.45,4.57,3.57,5.67
13141.0,2.94,2.01,3.94,6.15,3.47,9.34,14.55,12.24,16.67,9.53,6.49,12.79
13143.0,2.27,1.31,3.59,26.04,20.77,32.12,24.77,22.5,26.88,5.85,3.89,8.36
13145.0,1.74,1.11,2.49,7.03,4.87,9.67,14.2,12.75,15.63,3.94,2.63,5.53
13147.0,2.65,1.67,3.76,14.29,10.7,18.34,17.9,16.12,19.78,5.31,3.63,7.49
13149.0,4.42,2.6,6.6,15.72,10.42,22.05,21.89,19.34,24.53,5.63,3.38,8.74
13151.0,2.41,1.82,3.08,9.41,7.69,11.31,13.7,12.62,14.86,6.35,4.99,7.68
13153.0,2.67,2.09,3.31,4.48,3.24,6.02,15.16,14.07,16.25,5.82,4.49,7.28
13155.0,2.69,1.75,3.84,6.42,3.33,10.87,15.7,13.36,18.0,8.29,5.32,12.45
13157.0,2.55,1.73,3.57,15.54,12.49,19.08,16.89,15.54,18.23,4.62,3.29,6.3
13159.0,2.84,1.8,4.17,10.42,6.93,14.81,16.31,14.54,18.22,4.39,2.89,6.54
13161.0,2.27,1.3,3.61,19.42,14.04,25.39,16.36,14.43,18.44,8.16,5.37,11.7
13163.0,5.26,3.9,6.69,9.9,6.17,14.42,15.27,13.34,17.25,9.9,7.05,13.3
13165.0,2.99,1.9,4.31,7.72,4.04,12.63,12.57,9.98,15.26,12.02,7.91,16.81
13167.0,2.15,1.32,3.12,9.0,5.7,12.97,14.28,12.33,16.36,7.03,4.67,9.92
13169.0,1.98,1.23,2.81,9.76,6.98,12.92,14.61,13.2,16.05,4.58,3.17,6.37
13171.0,6.66,4.73,8.86,14.4,9.46,20.97,16.74,15.09,18.59,5.74,3.8,8.49
13173.0,2.32,1.43,3.37,6.67,3.6,10.68,10.95,9.39,12.68,5.92,3.75,8.74
13175.0,4.68,3.47,6.1,12.27,9.09,15.96,14.71,13.22,16.0,7.71,5.74,9.83
13177.0,3.08,2.2,4.07,5.8,3.75,8.31,13.31,12.03,14.68,3.69,2.41,5.29
13179.0,2.35,1.67,3.18,6.54,4.61,8.82,13.99,12.53,15.4,6.85,5.23,8.88
13181.0,2.31,1.41,3.47,9.57,5.76,14.83,16.4,14.03,18.56,7.32,4.64,10.76
13183.0,2.58,1.52,3.99,8.32,4.86,12.26,13.04,11.29,14.92,5.8,3.69,8.36
13185.0,3.4,2.65,4.13,5.43,3.78,7.53,14.42,13.12,15.69,7.15,5.45,9.03
13187.0,1.58,0.93,2.44,12.32,9.0,15.73,17.24,15.57,18.82,3.92,2.51,5.67
13193.0,5.86,4.44,7.42,6.26,3.53,10.25,14.73,12.68,16.73,9.15,6.43,12.34
13195.0,2.65,1.62,3.98,20.03,15.59,25.21,16.05,14.6,17.65,4.45,2.98,6.49
13197.0,2.33,1.52,3.3,5.63,3.06,9.1,13.33,11.54,15.19,5.89,3.7,8.82
13189.0,4.1,2.97,5.45,9.41,6.0,13.59,19.23,16.86,21.41,10.05,7.01,13.59
13191.0,4.71,3.2,6.41,11.41,7.13,16.34,13.51,11.4,15.7,8.79,5.86,11.98
13199.0,2.43,1.58,3.4,12.71,8.96,17.11,15.85,13.97,17.86,9.01,6.5,12.25
13201.0,5.02,3.35,7.06,8.11,3.49,14.45,14.57,12.34,16.83,7.04,3.91,10.85
13205.0,3.86,2.85,5.01,6.66,4.05,9.68,13.34,11.8,14.95,7.8,5.66,10.29
13207.0,1.93,1.26,2.72,8.88,6.34,12.07,14.34,12.83,15.82,5.38,3.75,7.5
13209.0,1.51,0.85,2.36,7.28,4.01,11.77,15.06,13.06,17.0,6.26,3.77,9.54
13211.0,5.0,3.47,6.69,11.76,7.5,17.37,12.96,11.57,14.36,3.91,2.38,5.89
13213.0,2.28,1.44,3.31,21.32,17.51,25.55,14.99,13.77,16.31,3.65,2.4,5.18
13215.0,3.17,2.47,3.94,8.61,6.67,10.84,13.99,12.73,15.21,9.96,8.21,12.0
13217.0,2.94,2.24,3.8,9.5,7.18,12.01,14.57,13.06,15.99,8.24,6.43,10.22
13219.0,1.18,0.75,1.71,6.35,4.5,8.36,11.6,10.42,12.75,2.29,1.47,3.23
13221.0,3.35,2.2,4.69,10.24,6.87,14.75,15.79,14.11,17.4,4.31,2.7,6.39
13223.0,2.2,1.57,2.98,12.91,10.68,15.25,15.31,14.2,16.48,3.99,2.93,5.27
13225.0,4.59,3.31,6.04,9.43,6.06,13.47,17.54,15.64,19.5,6.79,4.52,9.46
13227.0,1.79,1.06,2.68,12.53,9.5,16.13,20.0,18.08,22.03,3.92,2.48,5.89
13229.0,2.39,1.38,3.58,13.7,9.19,18.91,16.37,14.73,18.19,5.54,3.51,7.89
13231.0,3.5,2.35,4.74,7.87,4.61,12.1,15.85,14.12,17.53,4.55,2.61,7.35
13233.0,1.9,1.17,2.82,18.82,15.02,23.13,20.34,18.32,22.21,7.73,5.62,10.32
13235.0,2.81,1.94,3.79,6.24,3.51,9.87,15.51,13.31,17.56,7.08,4.52,10.2
13237.0,3.71,2.51,4.99,10.22,6.97,14.37,16.67,14.96,18.4,5.18,3.38,7.46
13239.0,4.95,3.12,7.1,8.54,3.99,16.03,14.53,11.47,17.8,10.54,6.13,16.78
