State,Area_Name,HH_income_2010,HH_income_2011,HH_income_2012,HH_income_2013,HH_income_2014,HH_income_2015,HH_income_2016,HH_income_2017
SD,Pennington County,"45,999","48,083","49,033","48,886","48,379","52,217","51,508","55,104"
SD,Perkins County,"31,033","37,919","38,695","40,042","39,936","44,132","46,868","46,997"
SD,Potter County,"44,502","45,851","47,805","50,887","52,758","54,655","54,227","53,386"
SD,Roberts County,"39,057","41,407","40,759","44,626","45,911","42,744","43,811","44,020"
SD,Sanborn County,"43,361","47,141","44,800","46,936","46,281","49,638","51,157","48,923"
SD,Spink County,"44,272","44,455","48,823","50,274","48,125","46,504","49,463","50,965"
SD,Stanley County,"50,944","53,986","54,512","57,188","67,172","62,015","66,006","66,343"
SD,Sully County,"48,026","55,194","56,221","57,620","59,879","58,230","54,593","55,421"
SD,Todd County,"26,393","26,639","28,943","30,549","27,481","29,193","29,108","29,046"
SD,Tripp County,"36,390","38,360","41,905","40,975","40,545","48,289","45,288","42,724"
SD,Turner County,"47,912","50,469","52,447","53,115","55,708","54,134","58,802","56,203"
SD,Union County,"65,142","66,242","64,772","66,831","72,041","74,439","74,857","82,100"
SD,Walworth County,"37,506","39,920","40,622","41,030","41,831","44,480","47,834","46,550"
SD,Yankton County,"45,297","48,147","48,284","46,599","47,363","48,991","54,665","55,907"
SD,Ziebach County,"25,669","28,350","30,856","30,465","32,025","33,239","30,798","29,985"
TN,Tennessee,"41,461","41,691","42,743","44,268","44,357","47,243","48,506","51,319"
TN,Anderson County,"45,917","41,694","41,038","42,365","46,689","44,488","46,731","48,679"
TN,Bedford County,"39,057","39,552","41,726","42,288","42,252","44,734","47,295","50,904"
TN,Benton County,"32,346","32,527","33,560","35,559","34,382","36,201","35,723","36,034"
TN,Bledsoe County,"33,366","33,500","32,591","35,715","34,948","39,730","37,530","38,261"
TN,Blount County,"41,736","45,539","46,100","45,348","47,175","49,532","51,233","51,391"
TN,Bradley County,"38,558","38,667","39,821","42,665","43,065","43,772","45,326","48,663"
TN,Campbell County,"31,699","29,044","32,895","32,325","33,333","33,092","34,997","40,866"
TN,Cannon County,"36,246","36,959","39,262","40,809","41,068","43,864","45,097","51,795"
TN,Carroll County,"34,566","34,979","35,591","35,929","36,627","38,412","40,392","41,492"
TN,Carter County,"31,145","33,772","33,094","32,773","34,354","35,053","33,382","39,725"
TN,Cheatham County,"51,106","50,225","51,557","52,544","51,475","56,447","58,555","59,103"
TN,Chester County,"39,492","38,749","40,064","40,779","40,980","43,452","44,567","45,261"
TN,Claiborne County,"29,227","34,454","33,022","32,775","33,640","35,193","33,437","37,886"
TN,Clay County,"28,014","27,978","29,052","30,587","30,744","32,750","30,976","34,035"
TN,Cocke County,"28,832","30,092","30,141","30,950","30,860","31,355","31,965","35,788"
TN,Coffee County,"39,321","35,571","41,328","43,375","45,235","44,452","47,884","48,188"
TN,Crockett County,"37,945","34,474","35,838","37,085","37,853","38,474","41,447","40,480"
TN,Cumberland County,"36,214","35,873","39,522","36,163","40,839","39,472","43,504","45,118"
TN,Davidson County,"43,825","43,893","44,864","47,239","48,195","51,999","54,666","58,264"
TN,Decatur County,"35,134","34,400","37,167","36,213","37,417","38,771","38,246","38,988"
TN,DeKalb County,"35,726","37,136","35,688","37,392","38,595","43,804","40,869","42,080"
TN,Dickson County,"43,353","43,019","43,501","44,991","45,914","47,621","52,144","49,518"
TN,Dyer County,"36,735","37,766","38,121","40,158","43,425","43,391","40,163","44,549"
TN,Fayette County,"53,935","49,760","52,163","56,058","56,573","56,710","56,724","60,112"
TN,Fentress County,"29,088","28,666","28,388","31,065","30,299","31,824","32,352","32,895"
TN,Franklin County,"40,247","39,935","42,066","41,477","43,851","47,286","47,562","49,596"
TN,Gibson County,"35,711","36,365","35,807","40,083","37,498","40,789","38,605","42,859"
TN,Giles County,"35,466","39,916","38,251","39,880","41,326","42,207","43,238","47,838"
TN,Grainger County,"33,291","34,077","35,278","35,301","35,704","38,103","39,752","43,190"
TN,Greene County,"34,649","32,880","34,964","35,980","36,740","36,309","40,855","40,145"
TN,Grundy County,"27,494","27,428","27,915","26,101","28,086","33,595","32,453","34,454"
TN,Hamblen County,"38,711","35,630","36,787","38,807","37,410","39,566","42,047","44,181"
TN,Hamilton County,"44,132","42,609","47,369","47,373","48,380","48,943","48,690","52,096"
TN,Hancock County,"24,891","25,297","25,301","26,000","27,323","27,987","28,228","29,689"
TN,Hardeman County,"31,747","31,437","32,556","34,766","35,321","37,729","36,653","38,426"
TN,Hardin County,"31,883","31,281","35,154","36,154","36,285","36,765","37,039","39,318"
TN,Hawkins County,"37,164","37,095","36,318","36,102","39,506","38,708","38,958","41,397"
TN,Haywood County,"34,310","32,422","32,614","34,557","35,470","35,216","35,672","34,556"
TN,Henderson County,"36,347","36,392","36,983","40,960","39,303","41,328","42,821","43,806"
TN,Henry County,"36,247","35,270","35,892","37,327","37,151","38,328","38,721","41,756"
TN,Hickman County,"35,948","35,094","36,356","33,816","37,443","39,682","41,406","42,824"
TN,Houston County,"35,739","36,858","37,311","37,743","39,753","39,999","40,777","42,018"
TN,Humphreys County,"38,300","43,987","42,056","41,954","42,837","43,657","44,000","45,866"
TN,Jackson County,"31,093","31,903","32,013","33,158","35,379","34,651","34,117","36,815"
TN,Jefferson County,"37,279","38,174","39,970","40,490","41,235","42,669","45,490","45,556"
TN,Johnson County,"29,219","30,897","30,020","30,652","31,330","33,402","33,639","36,331"
TN,Knox County,"44,074","45,149","46,325","49,105","47,199","52,136","52,174","55,299"
TN,Lake County,"27,142","26,587","26,445","28,391","28,524","29,908","30,078","31,144"
TN,Lauderdale County,"32,741","31,770","31,672","32,169","33,595","34,715","38,479","38,718"
TN,Lawrence County,"34,637","33,963","36,536","39,532","34,614","40,076","41,370","41,505"
TN,Lewis County,"33,495","31,877","35,062","35,097","36,255","38,198","38,074","37,959"
TN,Lincoln County,"41,022","39,246","42,178","41,453","41,802","43,694","43,464","49,295"
TN,Loudon County,"47,206","50,375","49,616","53,230","53,945","52,787","56,774","57,641"
TN,McMinn County,"38,183","37,319","37,502","40,543","39,528","39,207","40,897","39,860"
TN,McNairy County,"33,139","33,738","33,110","34,596","34,882","37,337","37,574","39,407"
TN,Macon County,"33,036","34,262","35,341","35,432","36,886","37,865","34,203","41,266"
TN,Madison County,"40,670","39,510","42,488","40,750","43,113","46,694","43,037","46,424"
TN,Marion County,"37,672","40,136","39,170","42,128","40,766","41,090","42,348","47,331"
TN,Marshall County,"40,052","40,214","41,455","42,363","42,839","46,788","50,014","52,415"
TN,Maury County,"45,445","42,569","43,346","46,497","51,303","50,868","51,202","56,999"
TN,Meigs County,"36,584","37,129","36,361","37,874","34,801","41,061","40,238","45,695"
TN,Monroe County,"35,833","32,720","37,850","38,061","37,392","37,867","38,265","43,749"
TN,Montgomery County,"47,258","47,684","48,267","51,059","50,935","49,603","55,351","57,431"
TN,Moore County,"45,066","48,229","47,091","50,802","50,358","52,911","54,922","55,448"
TN,Morgan County,"35,322","35,266","36,170","38,027","36,390","46,067","38,069","40,667"
TN,Obion County,"38,530","38,429","38,718","34,469","40,683","39,946","37,437","38,160"
TN,Overton County,"33,230","32,308","33,220","35,457","35,884","36,316","35,273","37,154"
TN,Perry County,"31,486","31,505","31,493","33,017","33,776","34,445","35,140","37,135"
TN,Pickett County,"30,016","31,518","32,023","32,398","31,996","34,714","36,595","39,858"
TN,Polk County,"35,083","35,628","36,595","37,375","36,643","38,923","41,984","41,191"
TN,Putnam County,"35,225","35,053","34,060","35,554","37,693","40,629","40,479","42,437"
TN,Rhea County,"36,308","34,920","40,682","38,860","37,952","39,863","42,137","43,426"
TN,Roane County,"42,620","42,542","41,499","42,037","43,269","43,939","47,088","48,391"
TN,Robertson County,"51,074","48,179","54,065","51,093","52,640","53,413","58,487","59,771"
TN,Rutherford County,"51,815","52,586","53,566","57,056","53,799","60,022","61,232","68,082"
TN,Scott County,"29,792","29,882","29,556","27,749","31,397","33,254","34,196","34,828"
TN,Sequatchie County,"38,082","38,008","38,695","46,460","44,111","43,207","43,367","45,100"
TN,Sevier County,"39,349","40,353","42,490","40,444","39,905","41,987","45,251","48,482"
TN,Shelby County,"43,859","44,051","44,382","45,067","44,015","46,998","47,639","49,563"
TN,Smith County,"39,330","42,182","42,927","43,689","43,659","44,556","46,977","47,653"
TN,Stewart County,"40,329","40,508","41,685","43,513","41,590","44,266","44,605","48,175"
TN,Sullivan County,"36,337","39,564","38,647","40,385","38,840","42,277","43,211","45,224"
TN,Sumner County,"48,502","52,704","55,100","56,077","58,291","59,816","61,134","65,174"
TN,Tipton County,"47,824","50,401","51,246","53,183","52,339","54,077","54,748","56,511"
TN,Trousdale County,"35,824","38,541","41,823","41,286","40,251","47,531","44,971","49,711"
TN,Unicoi County,"35,976","33,522","36,786","36,568","37,632","36,641","39,755","41,188"
TN,Union County,"32,533","35,740","33,866","35,255","37,453","36,878","37,955","40,357"
TN,Van Buren County,"31,455","32,896","35,201","37,393","34,884","39,348","38,123","38,478"
TN,Warren County,"33,265","32,823","33,576","36,327","36,942","39,357","37,682","37,692"
TN,Washington County,"41,702","41,358","42,371","41,542","43,212","45,261","46,316","43,194"
TN,Wayne County,"32,334","29,883","32,016","33,318","33,573","34,895","37,672","36,612"
TN,Weakley County,"34,782","34,457","37,595","34,809","36,205","38,025","38,214","39,424"
TN,White County,"33,251","33,094","34,534","34,320","35,400","38,649","39,818","39,642"
TN,Williamson County,"82,273","90,207","93,003","93,241","97,936","104,367","107,942","111,427"
TN,Wilson County,"56,270","59,769","57,676","59,655","60,955","65,372","70,955","70,674"
TX,Texas,"48,622","49,390","50,747","51,714","53,067","55,668","56,583","59,195"
TX,Anderson County,"40,482","38,558","41,530","41,279","42,471","43,062","43,967","42,412"
TX,Andrews County,"51,339","52,865","57,690","62,781","66,878","72,184","60,644","63,451"
TX,Angelina County,"38,954","39,169","39,747","41,804","42,128","45,428","43,658","45,318"
TX,Aransas County,"38,516","38,887","40,883","41,666","44,551","41,560","44,866","46,970"
TX,Archer County,"51,895","52,318","55,459","56,805","58,867","60,414","58,928","58,311"
TX,Armstrong County,"48,738","49,501","50,040","52,122","55,177","55,198","54,868","55,337"
TX,Atascosa County,"42,439","41,236","44,828","46,631","52,785","49,047","53,622","48,636"
TX,Austin County,"50,154","48,209","51,448","52,042","58,792","57,960","55,973","61,111"
TX,Bailey County,"35,476","35,816","38,504","37,626","36,821","38,299","40,536","42,045"
TX,Bandera County,"46,678","46,652","48,492","50,334","50,107","53,662","55,885","55,578"
TX,Bastrop County,"49,812","51,947","50,024","50,151","52,886","56,866","56,449","62,992"
TX,Baylor County,"32,111","32,208","33,164","34,563","36,027","38,231","36,616","37,013"
TX,Bee County,"36,462","36,048","39,070","41,804","40,680","42,540","40,753","41,392"
TX,Bell County,"49,338","45,797","48,391","50,223","51,048","48,894","51,993","52,164"
TX,Bexar County,"47,724","46,589","49,651","49,655","50,699","52,230","53,170","54,163"
TX,Blanco County,"46,981","54,000","52,668","54,914","57,177","53,449","57,634","62,115"
TX,Borden County,"47,938","51,426","58,489","60,443","61,750","63,358","60,306","59,039"
TX,Bosque County,"40,732","41,361","40,763","42,864","44,397","47,135","47,636","49,139"
TX,Bowie County,"42,272","43,364","40,574","41,657","41,883","42,515","45,455","49,153"
TX,Brazoria County,"64,242","62,180","64,883","66,337","73,788","71,230","74,510","80,840"
TX,Brazos County,"37,468","37,623","40,064","39,732","41,641","44,767","42,279","46,083"
TX,Brewster County,"37,200","43,896","39,235","39,106","40,179","41,785","43,055","44,617"
TX,Briscoe County,"35,931","38,372","35,983","40,235","42,139","42,261","43,376","42,678"
TX,Brooks County,"26,027","24,567","26,857","27,644","27,875","30,124","27,703","28,106"
TX,Brown County,"37,512","38,466","43,303","38,636","41,316","41,981","43,770","41,538"
TX,Burleson County,"41,273","42,025","43,561","45,732","48,140","50,113","48,533","47,409"
TX,Burnet County,"49,195","44,636","49,685","49,286","53,203","53,086","55,919","59,009"
TX,Caldwell County,"41,749","40,721","42,963","46,021","47,227","46,093","49,598","51,895"
TX,Calhoun County,"42,745","43,339","44,736","51,004","46,705","50,873","52,916","55,240"
TX,Callahan County,"40,614","43,074","41,874","42,138","40,796","44,450","45,727","45,843"
TX,Cameron County,"31,624","31,902","31,080","33,905","32,215","34,044","36,587","36,624"
TX,Camp County,"37,704","36,393","37,232","37,941","37,801","40,768","41,937","41,932"
TX,Carson County,"51,311","55,250","53,302","59,252","58,425","61,083","62,573","60,668"
TX,Cass County,"34,556","36,061","36,172","37,546","39,256","39,274","40,597","40,104"
TX,Castro County,"35,973","38,175","40,710","40,689","42,966","43,372","45,229","41,746"
TX,Chambers County,"69,491","69,378","73,031","74,915","77,281","77,282","80,279","81,018"
TX,Cherokee County,"34,910","35,119","35,202","37,735","38,465","41,355","39,407","47,147"
TX,Childress County,"35,171","33,780","34,731","33,919","39,025","37,732","39,140","40,925"
TX,Clay County,"47,434","48,358","51,960","50,336","50,993","51,234","49,171","53,438"
TX,Cochran County,"35,496","38,276","35,652","37,242","39,870","39,398","39,900","40,796"
TX,Coke County,"35,754","37,441","37,891","38,866","41,593","42,498","41,529","42,314"
TX,Coleman County,"30,637","31,865","32,231","33,014","37,497","35,922","42,258","35,596"
TX,Collin County,"77,862","82,765","81,992","81,315","86,634","86,823","90,382","95,394"
TX,Collingsworth County,"32,949","34,634","35,484","35,389","38,655","38,775","37,389","39,809"
TX,Colorado County,"41,395","42,451","40,702","42,438","46,484","47,783","48,161","49,100"
TX,Comal County,"61,573","59,754","59,081","70,322","64,533","68,362","76,296","72,562"
TX,Comanche County,"34,878","35,296","36,522","35,434","38,280","41,155","40,052","46,161"
TX,Concho County,"33,711","35,514","37,147","39,035","40,837","39,945","39,622","42,723"
TX,Cooke County,"45,428","49,127","51,473","53,565","57,378","54,534","59,243","57,382"
TX,Coryell County,"45,431","47,864","46,132","50,161","47,018","45,989","50,122","51,486"
TX,Cottle County,"31,892","32,656","30,660","32,292","32,722","35,602","34,605","36,201"
TX,Crane County,"50,356","49,831","55,599","58,901","61,098","65,883","57,408","56,356"
TX,Crockett County,"42,329","44,331","46,713","50,243","49,614","53,903","46,556","44,991"
TX,Crosby County,"33,332","32,661","36,492","35,443","36,627","34,562","35,136","36,942"
TX,Culberson County,"30,666","31,186","31,430","32,945","33,637","35,192","36,663","37,825"
TX,Dallam County,"37,454","43,454","40,312","42,378","43,523","47,559","48,470","47,838"
TX,Dallas County,"46,909","47,335","47,343","47,902","50,118","51,824","54,429","56,732"
TX,Dawson County,"33,938","37,492","36,312","38,333","41,876","42,589","41,073","42,127"
TX,Deaf Smith County,"36,638","36,073","39,481","37,991","41,499","45,713","43,944","42,698"
TX,Delta County,"36,193","34,968","37,515","37,985","38,304","42,846","41,266","41,644"
TX,Denton County,"68,671","70,243","71,338","75,099","74,569","75,898","80,841","86,462"
TX,DeWitt County,"36,611","38,620","40,515","45,937","45,717","47,365","46,915","47,657"
TX,Dickens County,"32,669","32,925","32,829","35,491","35,924","39,169","38,239","38,702"
TX,Dimmit County,"29,685","30,503","33,342","35,801","36,856","40,040","38,275","35,696"
TX,Donley County,"34,967","34,606","35,081","34,861","37,263","36,862","38,777","41,867"
TX,Duval County,"30,365","31,294","33,223","35,118","35,069","36,986","34,777","33,495"
TX,Eastland County,"32,913","36,761","37,916","39,959","36,591","41,944","37,789","39,620"
TX,Ector County,"42,339","47,930","49,784","53,752","55,555","62,519","53,474","54,422"
TX,Edwards County,"32,643","33,102","34,388","35,339","35,554","37,567","36,539","35,164"
TX,Ellis County,"57,929","60,931","58,016","59,257","61,157","66,811","69,448","71,512"
TX,El Paso County,"36,064","39,116","40,092","39,748","40,081","43,101","42,048","44,120"
TX,Erath County,"38,068","38,860","38,636","40,346","41,914","45,663","43,787","48,230"
TX,Falls County,"30,576","33,125","34,388","34,376","35,491","37,912","38,559","35,988"
TX,Fannin County,"40,891","39,985","43,183","42,392","43,211","43,733","46,347","50,598"
TX,Fayette County,"45,123","44,862","46,907","50,938","49,830","53,173","53,776","56,320"
TX,Fisher County,"35,794","38,717","38,963","40,691","44,519","43,082","46,247","47,292"
TX,Floyd County,"33,345","35,399","34,503","36,534","36,898","36,859","40,536","41,390"
TX,Foard County,"31,479","30,488","32,041","33,484","33,442","36,466","36,056","35,007"
TX,Fort Bend County,"76,758","82,147","86,037","87,901","88,516","95,117","90,972","91,661"
TX,Franklin County,"40,579","40,936","40,892","41,497","42,099","43,569","44,202","44,358"
TX,Freestone County,"42,266","44,564","45,402","44,408","46,526","48,057","45,681","47,616"
TX,Frio County,"30,820","31,996","32,276","35,405","34,206","38,809","39,193","37,853"
TX,Gaines County,"39,111","43,703","46,659","49,661","50,709","53,297","51,910","52,138"
TX,Galveston County,"57,124","58,106","59,588","60,210","58,333","66,173","64,155","69,674"
TX,Garza County,"38,400","39,004","39,988","47,134","49,947","54,606","44,210","46,587"
TX,Gillespie County,"47,216","51,981","51,132","50,443","52,814","54,180","58,787","58,412"
TX,Glasscock County,"54,354","59,309","55,394","65,789","73,335","74,854","71,360","78,088"
TX,Goliad County,"42,646","43,737","46,400","48,458","49,369","52,612","55,264","52,403"
TX,Gonzales County,"34,166","36,408","36,006","37,051","42,291","43,519","45,491","45,052"
TX,Gray County,"42,701","41,488","43,131","48,623","49,012","49,415","47,828","46,599"
TX,Grayson County,"44,356","44,080","46,127","44,596","49,261","48,164","51,808","54,431"
TX,Gregg County,"41,623","43,356","43,321","46,501","50,020","48,561","45,594","47,208"
TX,Grimes County,"39,959","41,981","42,674","44,486","44,795","44,226","50,891","48,023"
TX,Guadalupe County,"58,799","57,576","62,141","59,288","61,825","64,252","67,683","66,886"
TX,Hale County,"35,640","36,142","40,118","39,209","40,213","41,999","40,152","43,570"
TX,Hall County,"29,302","30,376","28,656","30,380","33,324","32,158","30,971","32,980"
TX,Hamilton County,"38,179","37,936","37,386","39,448","41,207","46,181","45,718","44,230"
TX,Hansford County,"43,338","50,505","51,038","52,207","50,698","55,215","57,832","55,761"
TX,Hardeman County,"33,640","34,294","34,601","36,726","36,992","38,154","35,521","39,022"
TX,Hardin County,"49,556","52,514","52,318","52,037","53,872","56,201","60,692","58,829"
TX,Harris County,"50,437","50,924","51,298","52,533","54,230","56,670","56,415","58,664"
TX,Harrison County,"44,506","44,427","44,958","43,777","48,461","46,593","47,181","50,584"
TX,Hartley County,"57,589","60,548","61,498","64,558","64,182","66,231","70,121","69,000"
TX,Haskell County,"30,845","32,493","31,505","34,473","35,607","36,085","34,653","35,075"
TX,Hays County,"57,051","56,557","55,819","59,260","59,569","61,121","64,864","66,525"
TX,Hemphill County,"55,391","58,502","60,499","69,124","66,505","71,177","74,856","64,338"
TX,Henderson County,"37,137","38,191","38,017","39,069","40,921","44,944","43,425","44,500"
TX,Hidalgo County,"33,070","31,021","33,393","34,607","34,368","35,441","35,928","36,978"
TX,Hill County,"38,583","39,184","37,610","40,253","41,521","44,965","47,338","47,162"
TX,Hockley County,"40,334","42,710","46,010","50,047","50,124","48,768","46,856","48,449"
TX,Hood County,"52,633","48,622","56,591","59,053","55,472","61,371","57,346","64,687"
TX,Hopkins County,"40,446","40,441","40,228","41,863","44,076","43,284","46,582","44,925"
TX,Houston County,"33,198","31,892","33,650","34,777","33,698","37,536","34,587","37,723"
TX,Howard County,"39,022","41,125","42,256","46,636","47,299","47,148","51,863","46,899"
TX,Hudspeth County,"26,993","28,624","30,043","31,354","32,086","33,048","35,252","39,683"
TX,Hunt County,"41,841","47,394","42,821","44,361","43,385","46,632","51,827","53,421"
TX,Hutchinson County,"46,035","49,038","50,752","50,060","51,508","53,085","53,936","53,465"
TX,Irion County,"52,857","54,628","57,551","58,826","63,054","64,777","67,249","63,827"
TX,Jack County,"41,510","45,069","44,064","50,168","52,030","51,711","46,975","47,824"
TX,Jackson County,"42,097","43,740","45,363","48,338","52,185","53,667","53,143","49,350"
TX,Jasper County,"37,495","38,260","39,219","39,414","41,017","46,541","44,909","43,368"
TX,Jeff Davis County,"46,122","48,161","43,065","44,234","46,364","47,654","46,688","38,537"
TX,Jefferson County,"39,756","41,363","41,207","42,099","41,147","47,620","46,198","47,852"
TX,Jim Hogg County,"34,077","32,179","34,546","35,854","36,929","36,048","33,784","32,319"
TX,Jim Wells County,"36,404","39,120","43,696","41,249","46,200","43,028","40,056","40,681"
TX,Johnson County,"52,360","54,412","56,659","55,960","55,926","58,685","59,809","61,813"
TX,Jones County,"35,193","35,709","38,066","40,621","41,079","41,871","40,931","44,132"
TX,Karnes County,"34,970","35,904","37,292","43,413","43,986","47,129","47,608","48,708"
TX,Kaufman County,"56,899","59,986","55,044","61,004","57,585","60,438","62,363","65,942"
TX,Kendall County,"68,301","71,388","68,975","75,860","77,764","79,108","83,805","89,637"
TX,Kenedy County,"33,502","34,851","36,236","38,088","38,451","40,082","38,718","38,031"
TX,Kent County,"37,318","42,829","38,627","41,038","43,026","45,338","45,123","45,330"
TX,Kerr County,"42,064","45,621","40,919","42,456","44,113","47,389","50,461","49,748"
TX,Kimble County,"36,126","35,867","38,378","38,019","38,750","37,448","40,118","41,081"
TX,King County,"48,003","51,237","53,263","56,680","64,203","69,588","59,142","56,346"
TX,Kinney County,"35,725","37,917","38,870","41,271","39,335","40,840","40,612","42,650"
TX,Kleberg County,"37,418","36,198","39,237","39,261","40,884","40,066","44,106","41,257"
TX,Knox County,"31,054","33,395","33,182","34,419","36,929","43,238","37,586","37,749"
TX,Lamar County,"38,852","38,685","37,943","37,593","41,009","39,433","41,887","47,212"
TX,Lamb County,"34,251","34,524","34,505","36,717","37,111","41,807","37,846","41,099"
TX,Lampasas County,"47,772","47,135","48,442","48,746","50,699","50,985","52,637","55,759"
TX,La Salle County,"28,834","29,938","32,001","35,491","38,012","42,500","39,926","41,518"
TX,Lavaca County,"39,468","44,186","41,606","43,827","47,041","49,752","48,975","51,191"
TX,Lee County,"45,661","44,411","49,906","52,088","52,895","54,747","51,768","54,164"
TX,Leon County,"40,847","43,545","42,201","43,617","45,159","47,740","44,891","43,189"
TX,Liberty County,"46,770","45,712","48,441","46,176","47,123","53,552","48,592","50,420"
TX,Limestone County,"37,438","36,887","36,496","36,537","37,256","40,655","39,382","41,434"
TX,Lipscomb County,"46,347","52,256","51,003","56,484","60,810","60,955","54,180","54,091"
TX,Live Oak County,"39,091","41,601","44,573","49,726","51,481","53,184","51,953","50,430"
TX,Llano County,"40,102","42,282","44,316","45,669","45,096","46,366","48,135","51,078"
TX,Loving County,"50,188","46,204","41,252","44,407","55,819","59,499","64,179","65,203"
TX,Lubbock County,"41,757","42,978","41,555","46,223","45,719","47,139","48,587","47,460"
TX,Lynn County,"36,145","36,530","34,852","37,678","41,589","38,922","39,869","44,567"
TX,McCulloch County,"32,469","35,775","36,483","38,408","39,649","39,900","40,125","40,157"
TX,McLennan County,"39,620","40,563","40,855","41,066","43,488","46,264","46,662","47,306"
TX,McMullen County,"44,541","46,528","49,866","56,686","61,571","60,709","67,249","68,133"
TX,Madison County,"35,189","35,218","36,579","37,460","39,030","40,857","42,429","42,058"
TX,Marion County,"32,173","31,922","33,330","36,090","34,452","35,152","34,919","36,936"
TX,Martin County,"44,863","46,680","47,358","50,004","61,896","60,815","58,760","59,907"
TX,Mason County,"38,802","39,080","42,128","42,087","42,820","45,340","44,818","47,213"
TX,Matagorda County,"39,874","40,778","40,860","42,036","41,587","45,073","46,324","46,801"
TX,Maverick County,"27,710","28,502","31,313","32,073","32,248","34,687","35,654","33,507"
TX,Medina County,"47,099","47,191","51,345","53,714","53,440","52,831","51,304","56,173"
TX,Menard County,"30,277","30,349","31,608","31,390","32,580","34,308","34,839","34,033"
TX,Midland County,"53,482","54,996","61,268","71,151","74,811","79,829","68,729","76,307"
TX,Milam County,"36,799","38,244","38,715","40,120","41,849","46,433","42,302","44,855"
TX,Mills County,"36,108","39,185","39,396","40,318","38,564","40,958","43,540","42,463"
TX,Mitchell County,"34,877","36,724","37,395","47,677","41,363","41,977","41,262","41,512"
TX,Montague County,"42,415","44,768","45,996","41,516","48,996","49,653","46,237","47,590"
TX,Montgomery County,"65,483","61,996","65,874","69,317","70,929","72,428","72,506","77,149"
TX,Moore County,"44,680","45,795","47,445","46,991","42,839","49,345","52,344","51,444"
TX,Morris County,"34,451","35,972","35,294","36,366","37,954","37,236","38,255","39,627"
TX,Motley County,"35,672","34,852","36,772","37,159","37,936","40,575","37,464","36,782"
TX,Nacogdoches County,"35,854","38,046","35,183","36,775","38,895","39,556","38,099","42,367"
TX,Navarro County,"37,864","38,057","40,624","38,423","43,091","41,047","44,111","41,944"
TX,Newton County,"36,429","36,492","35,830","38,544","39,135","40,345","41,388","41,736"
TX,Nolan County,"33,981","34,920","34,941","35,846","38,742","40,052","40,969","42,662"
TX,Nueces County,"41,899","43,470","48,066","48,324","51,222","50,188","53,562","51,910"
TX,Ochiltree County,"50,979","52,866","55,700","60,650","61,773","67,136","61,194","58,962"
TX,Oldham County,"43,739","46,597","49,048","52,431","54,458","53,797","54,212","55,451"
TX,Orange County,"45,264","44,758","49,238","51,340","48,834","51,156","53,611","57,257"
TX,Palo Pinto County,"39,595","34,574","40,817","39,660","40,862","42,932","43,589","45,869"
TX,Panola County,"48,621","45,212","50,916","49,792","48,822","50,057","47,780","48,971"
TX,Parker County,"57,092","63,584","63,720","61,199","67,655","67,545","67,735","74,076"
TX,Parmer County,"38,619","39,195","44,256","41,784","41,813","46,827","48,344","48,189"
TX,Pecos County,"39,118","42,984","42,378","43,766","44,817","45,839","45,414","44,352"
TX,Polk County,"38,747","37,665","40,254","39,833","41,401","42,746","43,014","44,596"
TX,Potter County,"35,323","35,690","35,754","37,366","38,224","40,353","41,563","43,778"
TX,Presidio County,"30,357","31,297","32,861","32,766","34,258","33,218","32,742","29,761"
TX,Rains County,"40,966","40,595","41,349","42,183","47,834","46,698","47,354","43,403"
TX,Randall County,"57,862","57,402","56,716","60,439","64,636","62,080","65,795","63,077"
TX,Reagan County,"48,667","47,493","56,680","61,724","62,376","65,948","67,308","58,168"
TX,Real County,"31,490","30,499","33,598","34,556","37,294","34,031","36,744","36,146"
TX,Red River County,"32,128","32,615","33,153","31,409","34,340","36,347","36,352","35,643"
TX,Reeves County,"32,623","32,839","34,431","37,053","39,006","44,470","40,092","40,694"
TX,Refugio County,"39,582","38,470","40,970","45,214","43,654","45,562","45,366","42,898"
TX,Roberts County,"58,372","59,699","60,857","70,127","69,424","71,859","75,816","67,688"
TX,Robertson County,"36,935","38,073","39,771","40,631","43,194","53,635","42,680","44,355"
TX,Rockwall County,"81,113","84,763","85,164","92,466","84,692","92,150","97,484","98,442"
TX,Runnels County,"32,628","34,515","35,593","36,769","38,607","39,404","40,112","41,830"
TX,Rusk County,"43,318","41,840","44,478","44,349","46,427","49,347","46,421","49,872"
TX,Sabine County,"34,034","34,605","35,805","37,576","35,701","36,813","38,451","37,770"
TX,San Augustine County,"31,729","32,543","31,714","32,140","32,826","33,156","36,426","39,133"
TX,San Jacinto County,"42,770","41,650","42,160","42,320","43,087","42,371","45,794","44,707"
TX,San Patricio County,"44,307","45,965","48,287","46,781","51,958","52,952","51,667","50,752"
TX,San Saba County,"34,264","35,978","37,107","36,030","38,000","42,559","39,995","43,112"
TX,Schleicher County,"32,831","41,533","47,322","50,402","50,361","53,886","47,258","45,821"
TX,Scurry County,"44,063","45,907","49,340","53,219","56,444","57,385","50,316","51,772"
TX,Shackelford County,"42,685","42,976","48,779","51,116","55,130","51,685","55,403","61,155"
TX,Shelby County,"34,490","36,677","37,122","36,565","35,772","41,519","37,410","39,745"
TX,Sherman County,"41,518","44,699","46,196","48,054","49,309","54,010","55,761","49,349"
TX,Smith County,"44,249","44,261","46,305","47,711","45,363","49,364","52,520","54,044"
