State,Area_Name,HH_income_2010,HH_income_2011,HH_income_2012,HH_income_2013,HH_income_2014,HH_income_2015,HH_income_2016,HH_income_2017
MS,Wayne County,"32,355","32,817","33,140","31,688","35,425","35,989","35,545","36,339"
MS,Webster County,"32,798","32,935","35,278","34,930","34,073","40,214","39,192","39,479"
MS,Wilkinson County,"27,622","26,738","26,894","26,373","27,596","28,535","26,390","27,962"
MS,Winston County,"31,021","31,826","32,128","30,961","34,403","35,216","36,091","36,305"
MS,Yalobusha County,"31,644","32,022","32,164","32,660","34,494","36,062","35,312","36,834"
MS,Yazoo County,"28,474","28,449","28,499","28,757","30,313","34,218","31,773","33,051"
MO,Missouri,"44,306","45,231","45,320","46,905","48,288","50,200","51,713","53,506"
MO,Adair County,"32,015","33,639","32,870","35,282","35,425","40,222","36,819","38,784"
MO,Andrew County,"53,150","54,994","55,638","54,185","56,309","58,675","53,356","60,759"
MO,Atchison County,"43,587","43,322","45,187","43,215","45,997","46,339","45,966","49,469"
MO,Audrain County,"40,899","39,554","38,570","41,164","41,302","42,480","42,463","44,212"
MO,Barry County,"34,838","36,546","34,712","36,573","38,139","37,467","38,060","40,765"
MO,Barton County,"36,851","36,076","37,460","37,723","37,581","39,633","40,349","41,796"
MO,Bates County,"39,265","40,376","39,382","38,586","41,462","45,887","42,133","45,392"
MO,Benton County,"30,920","36,255","32,409","32,563","33,236","34,156","36,413","39,588"
MO,Bollinger County,"36,972","38,565","37,664","37,627","39,033","41,623","40,935","43,611"
MO,Boone County,"42,202","46,769","45,885","49,118","50,305","50,865","52,824","52,179"
MO,Buchanan County,"41,210","42,031","41,774","43,461","45,431","48,294","47,517","46,516"
MO,Butler County,"32,919","33,480","34,414","35,381","35,774","35,509","35,494","39,642"
MO,Caldwell County,"39,216","44,206","40,814","41,546","43,111","44,470","44,952","44,252"
MO,Callaway County,"47,098","45,968","44,391","45,573","49,384","50,514","53,186","53,317"
MO,Camden County,"42,955","40,370","41,858","41,314","44,410","49,393","47,373","51,489"
MO,Cape Girardeau County,"44,569","41,755","45,979","44,248","47,705","49,615","50,227","51,955"
MO,Carroll County,"39,071","40,035","41,139","41,279","39,017","43,638","44,581","45,404"
MO,Carter County,"28,524","27,878","29,156","30,017","32,170","32,269","33,283","33,793"
MO,Cass County,"57,368","54,969","56,402","63,031","60,970","62,996","64,422","65,839"
MO,Cedar County,"31,542","30,536","32,077","30,816","33,631","37,654","35,998","37,958"
MO,Chariton County,"39,800","41,409","41,066","40,352","43,049","46,230","44,229","44,587"
MO,Christian County,"48,041","50,426","52,413","51,394","51,831","54,044","54,273","58,931"
MO,Clark County,"36,809","38,597","38,650","39,712","43,298","43,225","43,975","43,130"
MO,Clay County,"55,835","59,039","58,151","60,641","61,598","65,106","65,973","67,666"
MO,Clinton County,"51,846","49,202","55,392","52,461","51,221","59,655","58,371","57,807"
MO,Cole County,"52,835","54,396","51,555","52,023","51,885","56,393","55,767","55,315"
MO,Cooper County,"41,925","42,482","42,857","44,397","42,166","46,632","47,187","48,851"
MO,Crawford County,"34,555","38,215","34,840","37,299","37,379","38,491","41,139","39,306"
MO,Dade County,"33,452","33,754","34,416","36,720","37,173","38,516","37,884","39,127"
MO,Dallas County,"37,589","33,535","33,997","37,540","34,987","37,780","36,178","38,685"
MO,Daviess County,"38,279","38,820","39,549","38,332","41,610","43,135","43,519","45,342"
MO,DeKalb County,"41,804","41,264","42,004","44,286","42,174","44,429","46,835","48,060"
MO,Dent County,"34,327","34,288","33,413","34,761","34,411","36,808","38,722","35,445"
MO,Douglas County,"29,830","30,071","30,550","31,289","31,805","32,979","33,121","34,265"
MO,Dunklin County,"29,372","32,018","29,976","32,050","31,486","31,920","33,237","33,721"
MO,Franklin County,"47,530","47,663","45,061","51,138","51,978","50,438","55,496","55,937"
MO,Gasconade County,"39,688","39,751","40,723","41,270","44,065","47,717","48,593","48,711"
MO,Gentry County,"35,755","37,314","38,661","39,265","39,444","43,811","42,402","43,182"
MO,Greene County,"38,059","40,423","40,570","38,525","40,386","43,885","42,802","45,608"
MO,Grundy County,"35,017","35,002","35,256","37,172","37,911","38,763","40,303","40,305"
MO,Harrison County,"34,324","35,626","37,053","36,229","37,486","38,005","39,021","40,139"
MO,Henry County,"37,016","38,410","41,189","39,666","39,232","42,455","42,607","43,615"
MO,Hickory County,"27,957","30,049","30,163","30,040","33,707","31,320","33,649","35,170"
MO,Holt County,"39,141","41,054","40,036","41,213","41,652","42,845","42,240","46,560"
MO,Howard County,"39,383","42,733","37,742","41,356","44,188","44,634","48,518","45,858"
MO,Howell County,"33,211","31,645","32,492","31,665","32,662","36,604","36,323","35,483"
MO,Iron County,"33,059","32,173","34,913","32,994","33,091","33,415","34,133","35,682"
MO,Jackson County,"44,620","44,508","44,634","46,802","46,185","48,364","50,822","52,585"
MO,Jasper County,"37,565","39,359","37,743","40,530","40,047","43,724","44,699","46,611"
MO,Jefferson County,"52,841","51,008","53,013","55,305","58,976","58,747","61,508","62,334"
MO,Johnson County,"43,327","48,483","44,742","45,011","49,949","44,109","50,257","54,417"
MO,Knox County,"33,076","33,381","33,164","34,894","37,581","40,356","36,770","36,866"
MO,Laclede County,"35,688","37,442","36,670","36,632","36,895","40,741","40,885","45,267"
MO,Lafayette County,"45,621","47,604","46,765","46,878","48,128","50,325","52,065","51,745"
MO,Lawrence County,"38,800","41,128","35,385","38,724","39,908","41,619","41,934","42,856"
MO,Lewis County,"36,501","40,795","41,204","41,187","41,891","45,592","43,813","46,517"
MO,Lincoln County,"50,307","50,523","53,542","54,144","53,804","54,584","56,833","67,986"
MO,Linn County,"35,323","35,697","36,602","37,773","37,597","39,618","41,176","42,331"
MO,Livingston County,"39,821","37,956","39,399","38,839","47,937","40,808","41,759","45,448"
MO,McDonald County,"33,352","34,497","32,618","35,915","34,863","37,939","37,594","38,468"
MO,Macon County,"37,130","36,969","36,801","38,110","35,345","41,080","40,603","40,037"
MO,Madison County,"33,841","32,734","33,280","33,631","35,363","35,745","36,909","38,206"
MO,Maries County,"38,877","38,568","41,258","40,404","40,165","43,970","43,192","44,366"
MO,Marion County,"39,975","36,120","40,726","40,981","42,088","41,297","45,187","45,064"
MO,Mercer County,"35,184","35,483","38,007","38,726","38,023","43,244","42,239","42,048"
MO,Miller County,"34,266","35,573","36,070","36,552","37,360","40,077","41,274","42,042"
MO,Mississippi County,"30,252","29,533","28,412","31,421","30,661","33,283","32,388","34,185"
MO,Moniteau County,"44,475","43,931","42,684","46,123","47,158","50,525","50,241","49,452"
MO,Monroe County,"36,950","40,176","39,286","38,940","41,376","44,048","41,630","42,299"
MO,Montgomery County,"38,145","38,722","39,493","39,750","42,105","41,470","42,701","47,044"
MO,Morgan County,"34,374","34,885","33,618","32,761","36,867","39,219","38,412","41,908"
MO,New Madrid County,"32,921","35,522","34,544","34,927","34,631","36,386","33,037","38,542"
MO,Newton County,"40,955","41,722","41,623","41,440","45,448","46,125","46,170","49,161"
MO,Nodaway County,"39,823","38,478","40,296","41,952","42,956","44,119","44,923","44,273"
MO,Oregon County,"27,646","27,616","28,146","29,464","29,415","33,573","30,126","31,714"
MO,Osage County,"49,058","49,977","49,989","48,990","51,958","55,962","55,781","57,694"
MO,Ozark County,"28,709","30,284","31,430","30,799","31,025","31,838","32,042","33,284"
MO,Pemiscot County,"28,152","26,647","30,295","28,664","32,120","29,621","33,293","32,224"
MO,Perry County,"43,200","43,899","47,227","53,798","50,548","47,226","51,922","52,132"
MO,Pettis County,"36,882","38,026","37,255","39,527","40,038","42,137","42,089","44,867"
MO,Phelps County,"39,765","39,880","38,999","38,930","40,710","40,676","40,738","41,330"
MO,Pike County,"37,169","38,595","38,919","39,499","44,408","43,007","43,617","44,040"
MO,Platte County,"67,791","63,676","67,299","68,411","70,874","72,548","77,933","75,651"
MO,Polk County,"34,837","38,112","37,677","38,023","38,344","41,326","44,357","44,214"
MO,Pulaski County,"48,374","49,600","46,579","49,499","47,227","46,756","50,870","53,168"
MO,Putnam County,"32,643","34,146","35,217","34,106","34,684","37,286","40,150","38,024"
MO,Ralls County,"43,763","46,640","47,429","49,393","51,738","51,015","51,564","53,965"
MO,Randolph County,"37,537","36,590","38,882","38,988","41,346","39,976","43,386","47,327"
MO,Ray County,"50,278","52,222","48,680","52,430","51,986","54,361","57,589","61,592"
MO,Reynolds County,"29,819","29,475","30,093","32,089","31,820","34,076","33,487","34,424"
MO,Ripley County,"29,213","27,794","29,942","30,843","30,019","34,069","30,796","32,331"
MO,St. Charles County,"65,281","67,074","70,456","70,468","74,220","74,009","80,696","81,827"
MO,St. Clair County,"30,998","30,098","31,503","30,612","33,986","35,128","35,683","35,230"
MO,Ste. Genevieve County,"48,031","48,217","48,977","48,266","46,874","52,806","57,701","58,797"
MO,St. Francois County,"35,630","35,252","35,883","37,696","40,376","41,222","42,851","41,708"
MO,St. Louis County,"55,290","55,131","56,409","59,284","60,093","61,569","62,756","64,926"
MO,Saline County,"37,537","38,379","38,788","38,230","41,112","41,958","43,095","43,235"
MO,Schuyler County,"31,978","33,322","31,833","36,029","34,644","37,851","38,134","32,860"
MO,Scotland County,"36,272","36,804","35,365","36,511","38,281","41,324","39,399","40,900"
MO,Scott County,"37,457","37,793","38,105","40,441","40,532","40,285","41,738","42,581"
MO,Shannon County,"26,600","25,684","27,750","26,538","27,382","28,171","29,499","29,152"
MO,Shelby County,"37,829","35,321","38,301","40,420","42,498","41,696","40,679","42,444"
MO,Stoddard County,"35,994","35,916","38,194","37,689","38,329","38,773","37,694","41,824"
MO,Stone County,"37,788","37,302","39,726","39,018","40,642","42,186","43,092","44,384"
MO,Sullivan County,"33,932","36,039","37,056","37,039","36,642","41,405","40,770","40,517"
MO,Taney County,"34,281","36,176","35,613","34,860","35,731","39,320","38,268","43,110"
MO,Texas County,"32,076","32,193","32,116","34,266","33,755","34,935","33,879","33,457"
MO,Vernon County,"34,985","37,342","38,242","35,090","40,267","40,186","39,036","41,284"
MO,Warren County,"49,157","50,773","49,068","52,517","52,959","51,933","54,756","59,723"
MO,Washington County,"32,823","30,896","33,397","33,491","34,581","37,986","35,745","37,318"
MO,Wayne County,"28,626","28,066","30,729","31,208","30,721","32,566","30,793","33,390"
MO,Webster County,"42,966","39,261","42,285","44,069","41,561","43,418","46,989","46,039"
MO,Worth County,"34,246","38,105","35,127","37,832","38,802","43,443","41,338","41,017"
MO,Wright County,"29,608","27,007","30,349","29,605","31,600","32,634","32,722","33,191"
MO,St. Louis city,"32,767","32,576","32,084","34,346","35,681","37,948","39,954","40,876"
MT,Montana,"42,303","44,011","45,030","46,893","46,608","49,650","50,265","53,262"
MT,Beaverhead County,"35,952","38,632","38,381","40,054","41,602","41,083","40,218","55,842"
MT,Big Horn County,"34,507","34,778","36,322","38,026","38,871","41,008","39,445","41,957"
MT,Blaine County,"31,724","36,562","36,250","35,215","35,740","34,667","36,852","37,653"
MT,Broadwater County,"40,730","44,183","45,833","46,246","49,758","51,360","50,791","54,523"
MT,Carbon County,"42,256","43,223","43,641","46,413","47,520","49,389","53,794","52,726"
MT,Carter County,"34,240","35,540","35,707","39,017","41,466","46,398","47,280","44,774"
MT,Cascade County,"41,827","42,525","42,192","43,674","42,903","45,597","45,569","47,882"
MT,Chouteau County,"38,434","38,106","39,833","41,177","41,004","40,280","40,718","42,598"
MT,Custer County,"39,469","42,308","41,059","43,958","47,493","47,510","48,935","47,675"
MT,Daniels County,"39,453","43,585","47,421","51,400","47,376","43,918","49,333","47,032"
MT,Dawson County,"44,548","44,925","47,120","50,650","50,540","56,648","55,312","54,210"
MT,Deer Lodge County,"36,135","34,375","36,125","37,542","38,178","37,979","38,394","44,295"
MT,Fallon County,"48,347","50,823","50,108","59,083","59,102","59,928","54,158","60,495"
MT,Fergus County,"37,669","38,912","40,114","41,111","42,915","43,823","45,520","49,892"
MT,Flathead County,"42,278","44,006","45,742","46,885","47,351","48,063","50,249","57,389"
MT,Gallatin County,"49,354","50,042","51,394","56,680","51,569","57,358","60,439","61,446"
MT,Garfield County,"36,638","34,607","34,414","38,663","42,757","45,987","43,328","43,753"
MT,Glacier County,"32,460","33,766","34,508","33,648","33,428","31,666","37,207","38,345"
MT,Golden Valley County,"33,265","32,236","33,550","36,747","37,316","37,883","38,276","35,850"
MT,Granite County,"36,448","38,140","39,713","41,391","47,902","43,470","43,469","44,834"
MT,Hill County,"39,678","42,014","41,194","43,244","43,509","44,178","41,705","48,470"
MT,Jefferson County,"58,241","56,280","59,105","59,001","61,575","62,508","62,734","66,813"
MT,Judith Basin County,"35,631","37,657","38,878","41,731","43,272","45,472","44,607","43,748"
MT,Lake County,"35,558","37,135","33,021","39,219","38,221","39,383","40,888","42,265"
MT,Lewis and Clark County,"50,889","52,510","54,096","53,982","53,572","56,755","60,370","59,819"
MT,Liberty County,"31,851","35,769","35,414","39,073","37,911","40,052","38,535","41,798"
MT,Lincoln County,"33,908","33,656","34,764","34,926","36,734","37,281","37,793","38,257"
MT,McCone County,"39,062","39,993","38,345","41,918","43,132","44,387","46,001","44,001"
MT,Madison County,"42,174","42,799","41,367","44,046","41,539","49,872","51,252","50,248"
MT,Meagher County,"29,026","35,591","32,643","35,694","36,903","41,391","39,284","43,001"
MT,Mineral County,"33,333","33,416","33,935","36,169","36,449","39,584","39,933","42,452"
MT,Missoula County,"44,084","42,082","44,320","45,895","44,716","44,998","47,086","53,141"
MT,Musselshell County,"36,188","37,495","39,474","39,403","39,827","41,791","42,103","42,255"
MT,Park County,"37,835","42,332","40,399","42,439","42,942","45,642","45,405","49,550"
MT,Petroleum County,"29,656","31,891","33,613","37,276","35,092","42,919","43,230","43,669"
MT,Phillips County,"36,144","37,217","38,913","40,202","41,595","38,105","42,550","44,168"
MT,Pondera County,"35,091","37,218","37,441","40,694","39,292","41,168","39,984","42,175"
MT,Powder River County,"36,550","38,756","40,396","43,107","44,644","50,491","47,996","49,446"
MT,Powell County,"36,872","37,850","37,323","39,820","40,072","42,755","44,863","45,418"
MT,Prairie County,"32,963","35,144","35,991","41,843","40,140","42,187","43,592","43,238"
MT,Ravalli County,"39,409","39,421","38,445","39,487","42,902","48,468","44,851","49,997"
MT,Richland County,"49,444","55,593","56,492","64,171","65,738","68,196","65,277","63,343"
MT,Roosevelt County,"35,141","33,152","34,278","34,291","37,511","39,147","40,129","42,379"
MT,Rosebud County,"44,683","45,838","49,212","50,597","50,751","51,732","53,946","54,998"
MT,Sanders County,"30,710","30,703","33,598","34,847","32,815","36,564","38,486","40,582"
MT,Sheridan County,"40,974","44,992","47,842","50,292","52,711","50,857","49,112","49,862"
MT,Silver Bow County,"37,851","39,586","39,835","40,691","39,882","42,658","45,231","44,762"
MT,Stillwater County,"51,830","49,185","54,994","58,109","60,812","60,052","59,905","63,140"
MT,Sweet Grass County,"41,211","40,859","43,193","43,146","45,000","48,361","49,666","52,303"
MT,Teton County,"39,076","39,479","41,236","43,828","46,208","47,598","46,185","47,750"
MT,Toole County,"44,175","38,983","42,057","44,252","45,207","43,879","42,689","46,896"
MT,Treasure County,"39,931","42,837","43,082","48,282","47,089","49,679","50,770","50,432"
MT,Valley County,"40,522","46,566","41,694","45,747","46,328","46,698","47,028","47,676"
MT,Wheatland County,"29,187","28,086","30,385","32,519","35,875","35,665","37,360","36,771"
MT,Wibaux County,"37,508","38,722","38,892","43,722","43,859","49,533","47,908","48,092"
MT,Yellowstone County,"48,059","47,346","49,405","52,079","51,653","57,326","57,351","58,031"
NE,Nebraska,"48,415","50,281","50,766","51,502","52,803","55,073","56,979","59,913"
NE,Adams County,"45,149","46,321","46,902","52,267","48,658","48,579","48,010","53,321"
NE,Antelope County,"40,652","44,394","45,135","48,814","50,919","48,546","48,799","46,560"
NE,Arthur County,"34,804","37,578","37,847","39,874","43,408","50,753","44,511","44,109"
NE,Banner County,"37,151","29,383","46,509","46,769","48,990","54,115","51,049","53,040"
NE,Blaine County,"31,119","35,133","36,945","38,323","38,228","44,824","48,974","44,016"
NE,Boone County,"42,265","46,354","50,722","50,156","52,914","54,070","52,844","55,493"
NE,Box Butte County,"47,640","50,430","53,635","54,120","55,465","54,652","56,537","58,728"
NE,Boyd County,"34,564","36,181","37,835","39,838","39,964","42,539","41,461","43,189"
NE,Brown County,"34,659","38,011","38,907","39,861","42,348","46,856","44,709","46,768"
NE,Buffalo County,"45,307","50,346","51,959","52,333","51,550","55,813","57,036","58,800"
NE,Burt County,"44,360","46,434","46,553","47,749","49,345","49,792","51,054","52,879"
NE,Butler County,"47,490","53,928","49,880","46,211","54,240","55,542","55,285","52,033"
NE,Cass County,"59,392","60,091","59,962","63,738","66,522","66,519","63,707","71,166"
NE,Cedar County,"43,923","48,085","52,102","56,300","54,421","56,092","53,864","61,159"
NE,Chase County,"43,271","45,885","47,787","52,924","52,749","55,319","51,695","57,965"
NE,Cherry County,"38,977","39,638","42,043","43,229","43,564","54,564","48,933","46,894"
NE,Cheyenne County,"49,417","49,065","50,466","53,430","55,964","57,255","52,565","59,971"
NE,Clay County,"46,199","47,339","48,370","50,587","55,758","51,431","51,712","51,775"
NE,Colfax County,"45,039","45,936","47,756","51,103","50,758","50,744","50,901","61,176"
NE,Cuming County,"45,234","47,273","48,122","50,252","56,047","56,995","56,419","55,465"
NE,Custer County,"39,801","40,928","43,425","44,608","45,644","51,014","47,199","50,627"
NE,Dakota County,"43,351","47,067","46,582","45,631","50,289","49,093","53,332","52,055"
NE,Dawes County,"36,333","38,824","38,196","39,507","40,667","44,135","44,496","43,627"
NE,Dawson County,"43,899","43,224","46,818","44,976","47,366","47,991","51,688","46,395"
NE,Deuel County,"40,325","40,417","42,152","48,523","44,109","47,641","48,546","47,584"
NE,Dixon County,"43,505","46,524","46,124","47,637","52,601","52,152","52,436","54,941"
NE,Dodge County,"41,435","46,246","47,367","48,671","50,043","48,969","51,704","53,152"
NE,Douglas County,"50,270","51,741","51,189","51,959","52,842","58,405","59,226","61,706"
NE,Dundy County,"37,071","40,556","40,294","47,098","45,624","45,745","43,459","45,680"
NE,Fillmore County,"47,551","48,192","48,438","52,606","54,556","54,086","53,037","57,539"
NE,Franklin County,"39,516","41,551","43,406","44,871","44,794","44,911","45,456","47,002"
NE,Frontier County,"40,359","50,811","47,799","48,258","48,543","50,700","55,089","49,455"
NE,Furnas County,"39,234","39,868","42,517","41,446","44,461","40,032","44,219","50,675"
NE,Gage County,"45,169","45,221","45,588","45,212","50,861","50,746","44,166","53,305"
NE,Garden County,"32,677","36,486","38,142","38,837","38,645","42,186","38,701","39,446"
NE,Garfield County,"34,998","36,318","37,292","40,758","40,436","44,643","44,016","43,478"
NE,Gosper County,"49,286","48,409","50,931","58,357","55,319","56,882","55,373","54,787"
NE,Grant County,"40,151","40,482","44,298","44,778","47,537","56,646","55,830","52,665"
NE,Greeley County,"34,968","37,241","40,744","42,743","43,858","44,920","45,429","45,037"
NE,Hall County,"46,807","45,043","46,641","49,750","48,499","50,093","52,315","54,546"
NE,Hamilton County,"55,535","58,591","58,433","54,663","62,191","65,103","63,996","68,296"
NE,Harlan County,"45,732","44,467","43,882","45,806","46,744","47,844","45,626","47,829"
NE,Hayes County,"40,125","43,321","43,003","51,101","48,856","50,516","46,401","45,136"
NE,Hitchcock County,"36,329","39,411","42,059","40,217","40,496","43,054","43,502","42,567"
NE,Holt County,"44,835","42,844","43,861","44,518","46,667","50,434","54,055","50,370"
NE,Hooker County,"34,687","38,397","39,140","39,377","40,732","42,989","47,526","47,327"
NE,Howard County,"45,091","45,336","50,518","49,496","51,040","52,464","54,803","54,671"
NE,Jefferson County,"41,131","42,418","42,186","46,252","44,947","46,812","47,750","48,930"
NE,Johnson County,"42,038","43,526","42,970","46,456","48,511","47,382","47,592","48,518"
NE,Kearney County,"53,293","53,129","55,422","57,823","56,791","50,645","66,321","62,499"
NE,Keith County,"41,493","40,154","41,303","42,851","45,192","46,888","46,431","47,598"
NE,Keya Paha County,"31,764","35,436","39,179","41,491","41,138","45,886","47,282","45,688"
NE,Kimball County,"40,455","40,240","42,545","45,023","45,771","45,769","45,091","46,571"
NE,Knox County,"36,806","39,178","45,180","41,066","42,745","45,566","46,647","46,163"
NE,Lancaster County,"50,197","49,046","50,478","52,275","52,011","54,422","58,873","59,681"
NE,Lincoln County,"46,616","49,139","48,141","52,395","49,770","53,856","57,445","55,934"
NE,Logan County,"42,257","46,820","49,227","48,688","50,761","51,098","50,979","48,579"
NE,Loup County,"34,805","37,885","39,143","41,192","49,132","52,862","47,918","46,875"
NE,McPherson County,"33,950","38,097","41,244","40,834","62,280","57,175","49,265","49,875"
NE,Madison County,"43,491","46,363","45,822","45,738","51,836","51,330","49,625","51,184"
NE,Merrick County,"43,244","50,714","47,236","50,317","50,893","51,219","52,112","59,984"
NE,Morrill County,"40,465","42,378","43,513","47,296","46,961","49,082","44,398","44,062"
NE,Nance County,"41,950","42,629","44,501","45,091","48,535","46,958","47,579","48,972"
NE,Nemaha County,"45,292","44,705","45,033","48,892","49,162","52,034","49,242","52,229"
NE,Nuckolls County,"36,985","36,861","41,892","44,139","43,249","41,956","41,840","43,712"
NE,Otoe County,"48,980","48,509","50,907","52,565","51,527","53,015","55,030","60,469"
NE,Pawnee County,"34,294","37,006","39,684","38,735","42,977","43,646","42,389","42,962"
NE,Perkins County,"45,820","50,293","52,339","53,893","56,080","58,066","59,732","55,033"
NE,Phelps County,"49,532","51,371","50,879","53,607","54,137","55,566","57,432","60,695"
NE,Pierce County,"45,521","51,019","50,194","50,807","53,489","56,744","55,586","58,375"
NE,Platte County,"52,031","51,209","55,607","52,368","61,768","58,554","59,288","57,693"
NE,Polk County,"48,665","51,981","54,850","56,618","58,162","61,965","53,881","61,422"
NE,Red Willow County,"40,830","44,250","44,591","44,826","43,842","49,308","48,783","49,447"
NE,Richardson County,"37,980","37,197","39,760","41,679","44,282","44,648","45,256","48,087"
NE,Rock County,"34,679","37,225","40,764","40,870","46,051","51,447","48,802","48,373"
NE,Saline County,"43,489","47,635","48,762","49,047","51,805","55,850","51,222","53,662"
NE,Sarpy County,"69,501","65,801","68,118","67,740","74,008","73,856","74,374","80,842"
NE,Saunders County,"55,070","56,466","59,831","61,174","61,961","61,025","66,330","63,849"
NE,Scotts Bluff County,"40,088","41,905","43,554","43,406","47,194","43,428","46,641","48,662"
NE,Seward County,"55,507","58,898","60,642","59,053","61,802","62,455","66,102","68,762"
NE,Sheridan County,"36,228","37,695","44,613","38,411","40,351","47,005","41,128","41,247"
NE,Sherman County,"37,852","40,734","42,043","41,224","43,883","42,643","43,657","55,432"
NE,Sioux County,"40,362","38,646","45,099","48,313","47,313","55,606","48,891","50,910"
NE,Stanton County,"50,352","48,448","54,152","54,263","55,955","56,423","57,857","58,295"
NE,Thayer County,"41,488","44,818","45,023","43,938","49,517","48,947","48,668","51,757"
NE,Thomas County,"35,901","41,783","39,612","43,247","39,537","48,754","49,449","46,927"
NE,Thurston County,"36,343","38,786","40,266","38,558","41,344","42,290","43,737","45,328"
NE,Valley County,"38,036","40,802","41,737","44,105","44,726","49,929","43,405","44,907"
NE,Washington County,"65,554","68,406","63,817","66,160","69,191","68,435","70,727","72,385"
NE,Wayne County,"43,061","46,980","47,240","49,981","53,290","54,503","52,764","54,548"
NE,Webster County,"37,647","39,018","40,250","42,305","40,979","40,444","41,616","45,768"
NE,Wheeler County,"34,357","38,340","39,980","37,495","45,400","55,106","46,838","55,906"
NE,York County,"46,247","47,936","50,110","56,687","51,335","59,500","53,960","55,950"
NV,Nevada,"50,987","49,099","49,909","51,250","51,487","52,544","55,201","57,932"
NV,Churchill County,"48,235","50,620","49,463","50,158","46,840","54,134","50,292","53,302"
NV,Clark County,"51,427","48,343","49,583","51,071","51,241","51,624","54,455","57,217"
NV,Douglas County,"57,176","54,640","60,869","56,613","60,322","63,620","61,988","66,092"
NV,Elko County,"66,210","62,937","68,759","71,354","72,648","76,518","70,242","76,439"
NV,Esmeralda County,"40,929","40,536","40,517","41,075","47,180","49,057","48,693","47,053"
NV,Eureka County,"58,391","58,985","62,864","66,592","70,535","65,459","67,590","67,976"
NV,Humboldt County,"59,960","61,680","63,772","66,290","67,423","68,060","68,999","68,753"
NV,Lander County,"70,176","64,392","67,424","69,658","74,347","76,713","71,814","75,943"
NV,Lincoln County,"42,637","42,724","43,617","44,366","45,629","51,788","49,874","54,844"
NV,Lyon County,"47,108","44,877","48,035","46,526","48,576","51,934","51,344","54,588"
NV,Mineral County,"39,940","39,705","40,308","40,496","40,714","42,164","41,892","45,589"
NV,Nye County,"41,054","41,150","41,426","42,998","42,881","43,819","48,001","48,513"
NV,Pershing County,"44,684","46,683","45,192","51,548","52,001","54,416","56,984","57,885"
NV,Storey County,"57,763","54,582","53,471","59,785","55,291","61,594","60,066","61,751"
NV,Washoe County,"50,839","50,910","49,449","53,565","52,862","56,457","58,253","61,506"
NV,White Pine County,"49,376","52,014","50,417","52,588","57,243","54,975","54,832","53,765"
NV,Carson City,"49,386","50,689","48,227","47,476","45,639","47,015","52,253","55,228"
NH,New Hampshire,"60,917","62,436","63,157","64,064","66,469","70,003","70,986","73,638"
NH,Belknap County,"53,851","55,422","55,033","57,568","59,831","63,377","57,779","63,902"
NH,Carroll County,"48,236","45,582","50,495","50,598","57,556","54,351","56,836","58,005"
NH,Cheshire County,"49,126","53,111","54,819","52,246","56,008","60,339","57,286","60,844"
NH,Coos County,"37,708","37,677","40,162","40,917","42,491","40,286","45,127","43,836"
NH,Grafton County,"50,834","51,289","52,532","55,131","56,353","57,827","60,335","63,322"
NH,Hillsborough County,"67,650","66,275","68,150","67,162","71,233","73,474","75,997","78,171"
NH,Merrimack County,"60,932","64,482","59,186","64,068","62,429","68,148","69,320","70,408"
NH,Rockingham County,"73,402","75,285","76,285","74,785","79,653","87,103","82,016","89,049"
NH,Strafford County,"52,527","54,783","53,575","59,290","58,577","60,931","69,467","68,864"
NH,Sullivan County,"50,549","47,868","57,444","52,114","57,142","53,804","58,021","59,493"
NJ,New Jersey,"67,719","67,574","69,705","70,224","71,968","72,337","76,212","80,106"
NJ,Atlantic County,"51,457","49,983","50,881","51,668","54,208","53,296","55,672","59,309"
NJ,Bergen County,"77,059","79,037","82,001","81,615","84,309","88,512","93,205","93,805"
NJ,Burlington County,"73,788","72,594","74,285","76,868","80,479","74,844","80,081","86,777"
NJ,Camden County,"56,939","57,261","58,572","57,641","61,685","63,589","65,838","65,817"
NJ,Cape May County,"51,585","52,312","55,175","56,520","55,409","55,632","59,181","64,450"
NJ,Cumberland County,"49,964","49,465","46,491","45,850","45,438","50,259","48,867","51,786"
NJ,Essex County,"52,288","51,021","51,019","53,358","54,603","52,206","54,879","60,284"
NJ,Gloucester County,"70,012","70,618","72,248","71,137","78,983","76,780","79,332","84,639"
NJ,Hudson County,"53,547","55,133","56,087","55,699","57,720","60,053","63,157","65,673"
NJ,Hunterdon County,"97,532","99,216","103,301","107,203","103,876","102,797","113,336","113,083"
NJ,Mercer County,"70,228","71,926","67,662","70,575","73,750","72,172","76,988","78,161"
NJ,Middlesex County,"75,890","73,914","77,044","76,515","77,330","78,249","82,183","85,187"
NJ,Monmouth County,"80,462","79,062","81,190","83,424","87,220","86,722","89,968","97,627"
NJ,Morris County,"91,403","91,420","95,236","99,950","100,511","101,754","107,019","114,269"
NJ,Ocean County,"56,924","56,851","59,022","59,888","62,937","63,478","62,276","70,493"
NJ,Passaic County,"53,363","52,243","58,073","57,426","58,030","55,723","61,517","63,127"
NJ,Salem County,"55,274","53,890","57,939","58,483","56,645","63,988","56,071","61,322"
NJ,Somerset County,"93,777","95,915","95,574","96,947","100,194","99,059","104,668","111,838"
NJ,Sussex County,"81,330","82,987","85,036","85,747","82,048","84,431","87,549","89,744"
NJ,Union County,"65,937","65,178","64,698","64,272","68,172","70,581","71,801","76,830"
