State FIPS,County FIPS,Postal,Name,Poverty Estimate All Ages,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent All Ages,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Under Age 18,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Under Age 18,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Ages 5-17,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Ages 5-17,90% CI Lower Bound,90% CI Upper Bound,Median Household Income,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Ages 0-4,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Ages 0-4,90% CI Lower Bound,90% CI Upper Bound
31,163,NE,Sherman County,419,322,516,13.8,10.6,17.0,149,114,184,22.3,17.0,27.6,96,71,121,19.2,14.2,24.2,"40,734","37,730","43,738",,,,,,
31,165,NE,Sioux County,229,174,284,17.2,13.1,21.3,92,70,114,31.6,24.0,39.2,62,45,79,27.4,20.1,34.7,"38,646","35,528","41,764",,,,,,
31,167,NE,Stanton County,574,450,698,9.4,7.4,11.4,250,193,307,15.3,11.8,18.8,169,127,211,14.1,10.6,17.6,"48,448","45,157","51,739",,,,,,
31,169,NE,Thayer County,563,442,684,11.3,8.9,13.7,169,129,209,16.2,12.4,20.0,109,81,137,14.1,10.4,17.8,"44,818","41,573","48,063",,,,,,
31,171,NE,Thomas County,108,82,134,15.2,11.6,18.8,39,29,49,25.3,19.0,31.6,27,20,34,23.5,17.2,29.8,"41,783","39,611","43,955",,,,,,
31,173,NE,Thurston County,"1,605","1,267","1,943",23.2,18.3,28.1,801,610,992,32.6,24.8,40.4,517,378,656,30.4,22.2,38.6,"38,786","35,030","42,542",,,,,,
31,175,NE,Valley County,525,404,646,12.6,9.7,15.5,164,124,204,18.0,13.6,22.4,107,78,136,15.9,11.6,20.2,"40,802","36,818","44,786",,,,,,
31,177,NE,Washington County,"1,433","1,112","1,754",7.3,5.7,8.9,468,361,575,9.5,7.3,11.7,301,227,375,8.0,6.1,9.9,"68,406","62,555","74,257",,,,,,
31,179,NE,Wayne County,"1,187",938,"1,436",14.4,11.4,17.4,244,187,301,14.2,10.9,17.5,155,115,195,12.7,9.4,16.0,"46,980","42,245","51,715",,,,,,
31,181,NE,Webster County,524,409,639,14.4,11.3,17.5,165,126,204,20.2,15.4,25.0,108,79,137,18.1,13.3,22.9,"39,018","35,424","42,612",,,,,,
31,183,NE,Wheeler County,125,96,154,15.4,11.8,19.0,39,29,49,20.4,15.4,25.4,25,18,32,18.2,13.3,23.1,"38,340","34,614","42,066",,,,,,
31,185,NE,York County,"1,433","1,134","1,732",11.1,8.8,13.4,500,391,609,16.8,13.1,20.5,308,230,386,14.9,11.1,18.7,"47,936","45,055","50,817",,,,,,
32,000,NV,Nevada,"423,195","410,176","436,214",15.8,15.3,16.3,"145,150","138,452","151,848",22.2,21.2,23.2,"96,806","90,970","102,642",20.8,19.5,22.1,"49,099","48,171","50,027","44,676","41,073","48,279",24.4,22.4,26.4
32,001,NV,Churchill County,"3,127","2,431","3,823",12.9,10.0,15.8,"1,252",967,"1,537",20.9,16.1,25.7,834,627,"1,041",19.3,14.5,24.1,"50,620","46,014","55,226",,,,,,
32,003,NV,Clark County,"326,579","312,814","340,344",16.8,16.1,17.5,"113,067","106,176","119,958",23.4,22.0,24.8,"76,030","70,949","81,111",22.2,20.7,23.7,"48,343","47,061","49,625",,,,,,
32,005,NV,Douglas County,"4,600","3,700","5,500",9.9,8.0,11.8,"1,450","1,142","1,758",16.2,12.8,19.6,959,737,"1,181",14.2,10.9,17.5,"54,640","51,642","57,638",,,,,,
32,007,NV,Elko County,"5,211","4,309","6,113",10.7,8.9,12.5,"1,954","1,543","2,365",13.8,10.9,16.7,"1,249",963,"1,535",12.5,9.6,15.4,"62,937","58,160","67,714",,,,,,
32,009,NV,Esmeralda County,139,111,167,17.9,14.2,21.6,32,24,40,22.1,16.7,27.5,23,17,29,22.3,16.5,28.1,"40,536","36,315","44,757",,,,,,
32,011,NV,Eureka County,190,145,235,9.6,7.3,11.9,61,46,76,12.9,9.7,16.1,40,29,51,11.9,8.6,15.2,"58,985","52,822","65,148",,,,,,
32,013,NV,Humboldt County,"1,842","1,442","2,242",11.2,8.8,13.6,712,539,885,16.0,12.1,19.9,464,342,586,14.6,10.8,18.4,"61,680","55,633","67,727",,,,,,
32,015,NV,Lander County,607,466,748,10.4,8.0,12.8,219,166,272,14.0,10.6,17.4,145,107,183,13.4,9.9,16.9,"64,392","57,834","70,950",,,,,,
32,017,NV,Lincoln County,714,550,878,14.1,10.9,17.3,251,190,312,19.1,14.5,23.7,163,120,206,17.1,12.6,21.6,"42,724","38,270","47,178",,,,,,
32,019,NV,Lyon County,"6,508","5,221","7,795",12.7,10.2,15.2,"2,250","1,718","2,782",18.5,14.1,22.9,"1,482","1,093","1,871",16.6,12.2,21.0,"44,877","42,455","47,299",,,,,,
32,021,NV,Mineral County,808,640,976,17.8,14.1,21.5,219,168,270,26.4,20.2,32.6,138,102,174,23.3,17.3,29.3,"39,705","35,595","43,815",,,,,,
32,023,NV,Nye County,"7,111","5,734","8,488",16.5,13.3,19.7,"2,554","2,040","3,068",30.1,24.0,36.2,"1,647","1,244","2,050",25.9,19.6,32.2,"41,150","38,481","43,819",,,,,,
32,027,NV,Pershing County,974,741,"1,207",19.3,14.7,23.9,291,220,362,23.7,18.0,29.4,196,144,248,21.1,15.5,26.7,"46,683","42,226","51,140",,,,,,
32,029,NV,Storey County,346,265,427,8.9,6.8,11.0,89,68,110,14.2,10.8,17.6,59,43,75,12.3,9.0,15.6,"54,582","49,537","59,627",,,,,,
32,031,NV,Washoe County,"55,543","49,307","61,779",13.2,11.7,14.7,"17,786","14,639","20,933",18.2,15.0,21.4,"11,461","9,121","13,801",16.5,13.1,19.9,"50,910","49,237","52,583",,,,,,
32,033,NV,White Pine County,"1,245",966,"1,524",14.1,10.9,17.3,385,297,473,18.3,14.1,22.5,254,192,316,17.7,13.4,22.0,"52,014","47,180","56,848",,,,,,
32,510,NV,Carson City,"7,651","6,076","9,226",14.8,11.8,17.8,"2,580","1,993","3,167",22.3,17.2,27.4,"1,662","1,235","2,089",20.0,14.9,25.1,"50,689","46,996","54,382",,,,,,
33,000,NH,New Hampshire,"114,906","109,339","120,473",9.0,8.6,9.4,"33,632","30,821","36,443",12.2,11.2,13.2,"22,178","19,671","24,685",10.6,9.4,11.8,"62,436","61,238","63,634","10,296","8,901","11,691",15.5,13.4,17.6
33,001,NH,Belknap County,"6,191","4,998","7,384",10.4,8.4,12.4,"1,944","1,488","2,400",16.2,12.4,20.0,"1,286",959,"1,613",14.3,10.7,17.9,"55,422","51,363","59,481",,,,,,
33,003,NH,Carroll County,"5,135","4,090","6,180",10.9,8.7,13.1,"1,479","1,101","1,857",17.5,13.0,22.0,968,693,"1,243",14.7,10.5,18.9,"45,582","42,443","48,721",,,,,,
33,005,NH,Cheshire County,"7,649","6,130","9,168",10.6,8.5,12.7,"2,086","1,555","2,617",14.3,10.6,18.0,"1,365",985,"1,745",12.6,9.1,16.1,"53,111","49,844","56,378",,,,,,
33,007,NH,Coos County,"4,555","3,710","5,400",14.6,11.9,17.3,"1,358","1,070","1,646",23.6,18.6,28.6,933,724,"1,142",21.5,16.7,26.3,"37,677","35,535","39,819",,,,,,
33,009,NH,Grafton County,"9,366","7,716","11,016",11.4,9.4,13.4,"2,240","1,726","2,754",14.3,11.0,17.6,"1,527","1,159","1,895",13.1,10.0,16.2,"51,289","48,131","54,447",,,,,,
33,011,NH,Hillsborough County,"33,214","29,093","37,335",8.4,7.4,9.4,"10,544","8,822","12,266",11.6,9.7,13.5,"7,007","5,774","8,240",10.3,8.5,12.1,"66,275","63,910","68,640",,,,,,
33,013,NH,Merrimack County,"12,333","10,173","14,493",8.8,7.3,10.3,"3,615","2,821","4,409",11.8,9.2,14.4,"2,348","1,776","2,920",10.1,7.6,12.6,"64,482","61,230","67,734",,,,,,
33,015,NH,Rockingham County,"18,734","15,717","21,751",6.4,5.4,7.4,"5,339","4,322","6,356",8.2,6.6,9.8,"3,573","2,852","4,294",7.0,5.6,8.4,"75,285","72,090","78,480",,,,,,
33,017,NH,Strafford County,"13,092","10,913","15,271",11.4,9.5,13.3,"3,601","2,848","4,354",14.6,11.5,17.7,"2,232","1,683","2,781",12.4,9.4,15.4,"54,783","51,360","58,206",,,,,,
33,019,NH,Sullivan County,"4,637","3,715","5,559",10.8,8.6,13.0,"1,425","1,064","1,786",16.3,12.2,20.4,939,675,"1,203",14.5,10.4,18.6,"47,868","44,483","51,253",,,,,,
34,000,NJ,New Jersey,"897,916","879,759","916,073",10.4,10.2,10.6,"295,301","283,981","306,621",14.6,14.0,15.2,"196,172","186,183","206,161",13.2,12.5,13.9,"67,574","66,885","68,263","94,942","89,491","100,393",18.0,17.0,19.0
34,001,NJ,Atlantic County,"35,108","30,940","39,276",13.1,11.5,14.7,"11,322","9,220","13,424",18.2,14.8,21.6,"7,735","6,299","9,171",16.8,13.7,19.9,"49,983","46,927","53,039",,,,,,
34,003,NJ,Bergen County,"59,235","51,533","66,937",6.6,5.7,7.5,"16,463","13,062","19,864",8.2,6.5,9.9,"11,468","8,998","13,938",7.5,5.9,9.1,"79,037","76,665","81,409",,,,,,
34,005,NJ,Burlington County,"25,040","20,786","29,294",5.7,4.7,6.7,"7,997","6,296","9,698",7.9,6.2,9.6,"5,234","4,046","6,422",6.9,5.3,8.5,"72,594","70,181","75,007",,,,,,
34,007,NJ,Camden County,"66,839","60,550","73,128",13.2,12.0,14.4,"23,132","20,289","25,975",19.0,16.7,21.3,"15,547","13,447","17,647",17.5,15.1,19.9,"57,261","54,821","59,701",,,,,,
34,009,NJ,Cape May County,"11,138","8,939","13,337",11.8,9.5,14.1,"3,272","2,552","3,992",18.6,14.5,22.7,"2,210","1,689","2,731",17.0,13.0,21.0,"52,312","49,769","54,855",,,,,,
34,011,NJ,Cumberland County,"24,300","20,439","28,161",16.7,14.0,19.4,"9,460","7,800","11,120",25.7,21.2,30.2,"6,536","5,340","7,732",25.0,20.4,29.6,"49,465","46,893","52,037",,,,,,
34,013,NJ,Essex County,"132,017","123,009","141,025",17.2,16.0,18.4,"44,827","40,683","48,971",23.4,21.2,25.6,"28,721","25,611","31,831",20.8,18.5,23.1,"51,021","49,650","52,392",,,,,,
34,015,NJ,Gloucester County,"21,035","18,106","23,964",7.4,6.4,8.4,"7,081","5,883","8,279",10.4,8.6,12.2,"4,498","3,578","5,418",8.7,6.9,10.5,"70,618","66,693","74,543",,,,,,
34,017,NJ,Hudson County,"102,173","92,789","111,557",16.2,14.7,17.7,"31,885","27,600","36,170",24.4,21.1,27.7,"21,491","18,065","24,917",24.5,20.6,28.4,"55,133","52,658","57,608",,,,,,
34,019,NJ,Hunterdon County,"5,370","4,208","6,532",4.3,3.4,5.2,"1,286",997,"1,575",4.5,3.5,5.5,862,659,"1,065",3.7,2.8,4.6,"99,216","93,928","104,504",,,,,,
34,021,NJ,Mercer County,"38,790","34,014","43,566",11.1,9.7,12.5,"12,508","10,782","14,234",15.4,13.3,17.5,"8,467","7,252","9,682",14.2,12.2,16.2,"71,926","68,487","75,365",,,,,,
34,023,NJ,Middlesex County,"67,199","59,377","75,021",8.5,7.5,9.5,"19,761","16,689","22,833",10.8,9.1,12.5,"13,756","11,607","15,905",10.3,8.7,11.9,"73,914","71,197","76,631",,,,,,
34,025,NJ,Monmouth County,"42,983","36,776","49,190",6.9,5.9,7.9,"13,526","11,279","15,773",9.3,7.8,10.8,"8,782","7,095","10,469",7.8,6.3,9.3,"79,062","75,910","82,214",,,,,,
34,027,NJ,Morris County,"24,438","20,238","28,638",5.0,4.1,5.9,"6,303","4,931","7,675",5.5,4.3,6.7,"4,407","3,444","5,370",5.0,3.9,6.1,"91,420","89,443","93,397",,,,,,
34,029,NJ,Ocean County,"64,467","57,918","71,016",11.3,10.2,12.4,"26,144","22,863","29,425",19.6,17.1,22.1,"16,715","14,157","19,273",17.5,14.8,20.2,"56,851","55,019","58,683",,,,,,
34,031,NJ,Passaic County,"79,789","72,198","87,380",16.2,14.7,17.7,"29,908","26,493","33,323",24.5,21.7,27.3,"19,655","17,029","22,281",22.3,19.3,25.3,"52,243","49,782","54,704",,,,,,
34,033,NJ,Salem County,"7,664","6,345","8,983",11.8,9.8,13.8,"2,636","2,122","3,150",17.6,14.2,21.0,"1,704","1,331","2,077",15.3,11.9,18.7,"53,890","51,165","56,615",,,,,,
34,035,NJ,Somerset County,"16,582","13,374","19,790",5.2,4.2,6.2,"4,868","3,757","5,979",6.2,4.8,7.6,"3,110","2,317","3,903",5.2,3.9,6.5,"95,915","92,239","99,591",,,,,,
34,037,NJ,Sussex County,"8,570","6,955","10,185",5.8,4.7,6.9,"2,334","1,842","2,826",6.9,5.5,8.3,"1,525","1,176","1,874",5.7,4.4,7.0,"82,987","79,398","86,576",,,,,,
34,039,NJ,Union County,"56,959","50,148","63,770",10.7,9.4,12.0,"18,121","15,171","21,071",14.0,11.7,16.3,"12,066","9,964","14,168",12.9,10.7,15.1,"65,178","62,043","68,313",,,,,,
34,041,NJ,Warren County,"8,218","6,768","9,668",7.7,6.3,9.1,"2,468","1,976","2,960",10.1,8.1,12.1,"1,683","1,323","2,043",9.0,7.1,10.9,"66,857","62,653","71,061",,,,,,
35,000,NM,New Mexico,"427,340","416,881","437,799",20.9,20.4,21.4,"150,984","145,435","156,533",29.4,28.3,30.5,"100,777","95,994","105,560",27.3,26.0,28.6,"42,097","41,340","42,854","48,612","45,588","51,636",34.0,31.9,36.1
35,001,NM,Bernalillo County,"129,882","121,259","138,505",19.7,18.4,21.0,"42,533","38,419","46,647",27.0,24.4,29.6,"28,326","25,304","31,348",25.1,22.4,27.8,"44,224","42,314","46,134",,,,,,
35,003,NM,Catron County,813,606,"1,020",21.9,16.3,27.5,233,176,290,42.8,32.2,53.4,158,116,200,39.7,29.1,50.3,"37,277","34,745","39,809",,,,,,
35,005,NM,Chaves County,"14,287","11,487","17,087",22.3,17.9,26.7,"5,680","4,455","6,905",31.5,24.7,38.3,"3,783","2,928","4,638",29.5,22.8,36.2,"35,894","33,751","38,037",,,,,,
35,006,NM,Cibola County,"7,530","6,238","8,822",29.9,24.8,35.0,"2,802","2,298","3,306",41.4,34.0,48.8,"1,880","1,501","2,259",38.8,31.0,46.6,"33,345","30,480","36,210",,,,,,
35,007,NM,Colfax County,"2,580","2,081","3,079",19.5,15.7,23.3,780,591,969,28.4,21.5,35.3,519,382,656,25.6,18.8,32.4,"33,988","30,826","37,150",,,,,,
35,009,NM,Curry County,"8,972","7,302","10,642",18.5,15.1,21.9,"3,910","3,093","4,727",28.3,22.4,34.2,"2,520","1,876","3,164",26.5,19.7,33.3,"38,423","34,686","42,160",,,,,,
35,011,NM,DeBaca County,435,338,532,22.5,17.5,27.5,154,116,192,37.0,28.0,46.0,106,78,134,34.9,25.8,44.0,"30,017","26,879","33,155",,,,,,
35,013,NM,Dona Ana County,"61,023","56,084","65,962",29.2,26.8,31.6,"22,162","19,757","24,567",39.5,35.2,43.8,"14,680","12,875","16,485",36.5,32.0,41.0,"36,136","34,564","37,708",,,,,,
35,015,NM,Eddy County,"8,138","6,332","9,944",15.2,11.8,18.6,"3,031","2,306","3,756",22.0,16.7,27.3,"2,033","1,508","2,558",20.2,15.0,25.4,"46,212","42,601","49,823",,,,,,
35,017,NM,Grant County,"5,924","4,694","7,154",20.6,16.3,24.9,"2,064","1,609","2,519",33.0,25.7,40.3,"1,453","1,136","1,770",32.2,25.2,39.2,"34,686","31,625","37,747",,,,,,
35,019,NM,Guadalupe County,"1,031",795,"1,267",25.4,19.6,31.2,319,244,394,32.9,25.2,40.6,215,160,270,29.5,22.0,37.0,"29,187","26,230","32,144",,,,,,
35,021,NM,Harding County,107,81,133,15.2,11.5,18.9,28,21,35,25.9,19.3,32.5,19,14,24,26.0,18.8,33.2,"32,983","29,657","36,309",,,,,,
35,023,NM,Hidalgo County,"1,237",944,"1,530",25.8,19.7,31.9,476,361,591,38.8,29.4,48.2,320,237,403,35.4,26.2,44.6,"30,978","27,852","34,104",,,,,,
35,025,NM,Lea County,"11,738","9,595","13,881",18.6,15.2,22.0,"4,748","3,815","5,681",24.9,20.0,29.8,"3,000","2,316","3,684",22.8,17.6,28.0,"46,176","42,196","50,156",,,,,,
35,027,NM,Lincoln County,"3,458","2,630","4,286",17.0,12.9,21.1,"1,188",897,"1,479",31.0,23.4,38.6,796,588,"1,004",28.5,21.0,36.0,"40,096","36,867","43,325",,,,,,
35,028,NM,Los Alamos County,688,541,835,3.8,3.0,4.6,181,141,221,4.2,3.3,5.1,115,87,143,3.5,2.7,4.3,"110,204","99,228","121,180",,,,,,
35,029,NM,Luna County,"6,940","5,581","8,299",28.1,22.6,33.6,"2,866","2,254","3,478",43.0,33.8,52.2,"1,831","1,369","2,293",38.6,28.9,48.3,"27,566","24,800","30,332",,,,,,
35,031,NM,McKinley County,"23,265","20,145","26,385",31.8,27.5,36.1,"9,769","8,184","11,354",41.9,35.1,48.7,"6,663","5,493","7,833",39.8,32.8,46.8,"29,320","26,831","31,809",,,,,,
35,033,NM,Mora County,"1,133",872,"1,394",23.8,18.3,29.3,313,237,389,32.8,24.8,40.8,206,151,261,27.8,20.4,35.2,"28,911","25,942","31,880",,,,,,
35,035,NM,Otero County,"12,152","9,952","14,352",19.2,15.7,22.7,"4,851","3,819","5,883",30.2,23.8,36.6,"3,215","2,442","3,988",28.6,21.7,35.5,"35,894","33,961","37,827",,,,,,
35,037,NM,Quay County,"1,968","1,496","2,440",21.9,16.6,27.2,687,513,861,35.7,26.7,44.7,471,342,600,33.5,24.3,42.7,"29,895","27,460","32,330",,,,,,
35,039,NM,Rio Arriba County,"9,100","7,581","10,619",22.7,18.9,26.5,"3,002","2,397","3,607",30.6,24.4,36.8,"2,054","1,620","2,488",29.1,23.0,35.2,"37,101","34,236","39,966",,,,,,
35,041,NM,Roosevelt County,"4,776","3,896","5,656",24.7,20.1,29.3,"1,740","1,390","2,090",32.9,26.3,39.5,"1,146",888,"1,404",30.8,23.9,37.7,"34,055","30,735","37,375",,,,,,
35,043,NM,Sandoval County,"19,830","17,204","22,456",14.9,12.9,16.9,"6,669","5,513","7,825",19.3,16.0,22.6,"4,424","3,553","5,295",17.0,13.6,20.4,"53,948","50,207","57,689",,,,,,
35,045,NM,San Juan County,"22,563","18,918","26,208",17.8,14.9,20.7,"8,910","7,046","10,774",24.6,19.5,29.7,"6,305","4,935","7,675",24.4,19.1,29.7,"46,370","42,574","50,166",,,,,,
35,047,NM,San Miguel County,"6,892","5,518","8,266",24.4,19.5,29.3,"2,064","1,595","2,533",33.5,25.9,41.1,"1,414","1,072","1,756",31.5,23.9,39.1,"31,983","29,125","34,841",,,,,,
35,049,NM,Santa Fe County,"23,668","20,804","26,532",16.5,14.5,18.5,"7,041","5,730","8,352",23.6,19.2,28.0,"4,795","3,842","5,748",21.8,17.5,26.1,"50,234","47,007","53,461",,,,,,
35,051,NM,Sierra County,"2,688","2,020","3,356",23.1,17.4,28.8,794,598,990,41.6,31.3,51.9,534,391,677,39.4,28.8,50.0,"28,544","25,867","31,221",,,,,,
35,053,NM,Socorro County,"4,630","3,617","5,643",26.8,20.9,32.7,"1,661","1,260","2,062",39.5,30.0,49.0,"1,088",796,"1,380",35.8,26.2,45.4,"31,371","28,452","34,290",,,,,,
35,055,NM,Taos County,"8,897","7,574","10,220",27.2,23.2,31.2,"2,891","2,466","3,316",43.7,37.3,50.1,"1,835","1,515","2,155",38.0,31.4,44.6,"32,521","29,313","35,729",,,,,,
35,057,NM,Torrance County,"4,243","3,395","5,091",27.0,21.6,32.4,"1,446","1,128","1,764",38.2,29.8,46.6,958,723,"1,193",32.9,24.8,41.0,"33,193","30,141","36,245",,,,,,
35,059,NM,Union County,732,550,914,19.5,14.7,24.3,233,175,291,28.4,21.3,35.5,155,113,197,25.9,18.8,33.0,"33,206","29,855","36,557",,,,,,
35,061,NM,Valencia County,"16,021","13,555","18,487",21.3,18.0,24.6,"5,759","4,651","6,867",29.2,23.6,34.8,"3,760","2,950","4,570",25.9,20.3,31.5,"41,983","39,098","44,868",,,,,,
36,000,NY,New York,"3,043,461","3,011,369","3,075,553",16.1,15.9,16.3,"960,956","943,495","978,417",22.8,22.4,23.2,"658,371","643,729","673,013",21.5,21.0,22.0,"55,147","54,754","55,540","286,025","276,658","295,392",25.1,24.3,25.9
36,001,NY,Albany County,"39,157","34,754","43,560",13.6,12.1,15.1,"11,024","9,387","12,661",18.9,16.1,21.7,"7,221","6,012","8,430",16.7,13.9,19.5,"56,602","54,432","58,772",,,,,,
36,003,NY,Allegany County,"7,966","6,788","9,144",18.1,15.4,20.8,"2,468","1,969","2,967",24.4,19.5,29.3,"1,649","1,281","2,017",22.0,17.1,26.9,"39,900","37,288","42,512",,,,,,
36,005,NY,Bronx County,"410,645","394,177","427,113",30.3,29.1,31.5,"147,310","139,230","155,390",40.9,38.7,43.1,"105,124","98,883","111,365",41.0,38.6,43.4,"32,137","31,208","33,066",,,,,,
36,007,NY,Broome County,"33,147","29,184","37,110",17.5,15.4,19.6,"9,462","7,917","11,007",24.4,20.4,28.4,"6,213","5,064","7,362",21.7,17.7,25.7,"43,756","41,599","45,913",,,,,,
36,009,NY,Cattaraugus County,"14,461","12,757","16,165",18.7,16.5,20.9,"5,038","4,251","5,825",28.0,23.6,32.4,"3,379","2,790","3,968",25.8,21.3,30.3,"39,368","37,238","41,498",,,,,,
36,011,NY,Cayuga County,"10,566","8,800","12,332",14.0,11.7,16.3,"3,442","2,758","4,126",21.0,16.8,25.2,"2,338","1,844","2,832",19.2,15.2,23.2,"47,875","45,198","50,552",,,,,,
36,013,NY,Chautauqua County,"25,528","22,524","28,532",19.8,17.5,22.1,"8,737","7,501","9,973",30.9,26.5,35.3,"5,942","4,969","6,915",28.6,23.9,33.3,"40,782","39,537","42,027",,,,,,
36,015,NY,Chemung County,"13,715","11,252","16,178",16.4,13.5,19.3,"4,656","3,648","5,664",24.2,19.0,29.4,"3,143","2,408","3,878",22.5,17.2,27.8,"47,994","45,206","50,782",,,,,,
36,017,NY,Chenango County,"8,164","6,755","9,573",16.6,13.7,19.5,"2,828","2,288","3,368",26.0,21.0,31.0,"1,868","1,464","2,272",22.9,17.9,27.9,"40,693","38,547","42,839",,,,,,
36,019,NY,Clinton County,"11,554","9,825","13,283",15.5,13.2,17.8,"3,012","2,456","3,568",19.9,16.2,23.6,"2,009","1,630","2,388",18.1,14.7,21.5,"49,025","46,051","51,999",,,,,,
36,021,NY,Columbia County,"6,340","5,061","7,619",10.4,8.3,12.5,"1,993","1,530","2,456",16.7,12.8,20.6,"1,334",995,"1,673",14.8,11.1,18.5,"53,500","49,308","57,692",,,,,,
36,023,NY,Cortland County,"8,080","6,802","9,358",17.7,14.9,20.5,"2,215","1,737","2,693",22.3,17.5,27.1,"1,517","1,173","1,861",20.8,16.1,25.5,"44,397","41,222","47,572",,,,,,
36,025,NY,Delaware County,"7,787","6,544","9,030",17.1,14.4,19.8,"2,395","1,948","2,842",26.7,21.7,31.7,"1,640","1,308","1,972",25.4,20.2,30.6,"38,208","35,755","40,661",,,,,,
36,027,NY,Dutchess County,"28,353","24,323","32,383",10.1,8.7,11.5,"7,308","5,874","8,742",11.5,9.2,13.8,"5,177","4,183","6,171",10.8,8.7,12.9,"67,153","64,057","70,249",,,,,,
36,029,NY,Erie County,"136,447","128,008","144,886",15.3,14.4,16.2,"43,707","39,982","47,432",22.6,20.7,24.5,"27,716","24,555","30,877",19.2,17.0,21.4,"47,505","46,528","48,482",,,,,,
36,031,NY,Essex County,"5,363","4,420","6,306",14.6,12.0,17.2,"1,554","1,265","1,843",21.6,17.6,25.6,"1,040",829,"1,251",19.8,15.8,23.8,"45,668","42,192","49,144",,,,,,
36,033,NY,Franklin County,"9,402","8,010","10,794",20.7,17.6,23.8,"3,034","2,559","3,509",29.4,24.8,34.0,"2,023","1,671","2,375",26.8,22.1,31.5,"40,092","36,898","43,286",,,,,,
36,035,NY,Fulton County,"8,986","7,526","10,446",16.6,13.9,19.3,"2,949","2,399","3,499",25.3,20.6,30.0,"2,039","1,644","2,434",23.6,19.0,28.2,"46,976","44,947","49,005",,,,,,
36,037,NY,Genesee County,"7,541","6,443","8,639",13.0,11.1,14.9,"2,311","1,891","2,731",18.1,14.8,21.4,"1,442","1,127","1,757",15.2,11.9,18.5,"45,955","42,957","48,953",,,,,,
36,039,NY,Greene County,"7,306","6,119","8,493",16.0,13.4,18.6,"1,959","1,561","2,357",21.8,17.4,26.2,"1,263",967,"1,559",18.8,14.4,23.2,"45,127","41,346","48,908",,,,,,
36,041,NY,Hamilton County,512,394,630,10.7,8.2,13.2,147,113,181,19.1,14.6,23.6,95,71,119,15.6,11.7,19.5,"43,104","38,847","47,361",,,,,,
36,043,NY,Herkimer County,"10,590","9,242","11,938",16.9,14.8,19.0,"3,381","2,826","3,936",24.5,20.5,28.5,"2,259","1,828","2,690",21.9,17.7,26.1,"40,504","38,073","42,935",,,,,,
36,045,NY,Jefferson County,"19,448","16,564","22,332",17.4,14.8,20.0,"7,690","6,348","9,032",26.3,21.7,30.9,"5,052","4,080","6,024",26.1,21.1,31.1,"45,292","42,822","47,762",,,,,,
36,047,NY,Kings County,"593,162","566,851","619,473",23.6,22.6,24.6,"199,819","188,555","211,083",33.8,31.9,35.7,"136,510","127,532","145,488",33.3,31.1,35.5,"42,437","41,317","43,557",,,,,,
36,049,NY,Lewis County,"3,246","2,549","3,943",12.1,9.5,14.7,"1,300",995,"1,605",20.3,15.5,25.1,880,655,"1,105",18.9,14.1,23.7,"44,097","40,176","48,018",,,,,,
36,051,NY,Livingston County,"8,036","6,949","9,123",13.5,11.7,15.3,"2,071","1,660","2,482",16.5,13.2,19.8,"1,295","1,007","1,583",13.8,10.7,16.9,"50,186","47,434","52,938",,,,,,
36,053,NY,Madison County,"8,118","6,512","9,724",11.9,9.5,14.3,"2,669","2,084","3,254",17.5,13.7,21.3,"1,741","1,314","2,168",15.1,11.4,18.8,"49,326","46,305","52,347",,,,,,
36,055,NY,Monroe County,"118,261","109,707","126,815",16.4,15.2,17.6,"38,478","34,988","41,968",23.5,21.4,25.6,"26,375","23,705","29,045",21.9,19.7,24.1,"50,247","48,819","51,675",,,,,,
36,057,NY,Montgomery County,"9,319","7,938","10,700",19.0,16.2,21.8,"3,305","2,698","3,912",29.3,23.9,34.7,"2,196","1,754","2,638",26.7,21.3,32.1,"40,160","38,018","42,302",,,,,,
36,059,NY,Nassau County,"93,082","82,246","103,918",7.0,6.2,7.8,"28,282","24,062","32,502",9.3,7.9,10.7,"19,965","16,797","23,133",8.7,7.3,10.1,"91,162","89,756","92,568",,,,,,
36,061,NY,New York County,"286,081","267,662","304,500",18.4,17.2,19.6,"62,217","55,022","69,412",26.7,23.6,29.8,"44,469","39,108","49,830",28.8,25.3,32.3,"65,833","64,120","67,546",,,,,,
36,063,NY,Niagara County,"27,246","23,382","31,110",12.9,11.1,14.7,"8,359","6,662","10,056",18.6,14.8,22.4,"5,448","4,236","6,660",16.3,12.7,19.9,"45,291","43,344","47,238",,,,,,
36,065,NY,Oneida County,"37,793","34,200","41,386",17.1,15.5,18.7,"13,122","11,695","14,549",26.5,23.6,29.4,"8,185","7,066","9,304",22.5,19.4,25.6,"45,957","43,733","48,181",,,,,,
36,067,NY,Onondaga County,"70,191","64,729","75,653",15.6,14.4,16.8,"23,393","21,090","25,696",22.5,20.3,24.7,"15,716","13,883","17,549",20.5,18.1,22.9,"53,394","51,417","55,371",,,,,,
